,ID,Relation,Source,Target,ES
84,L01_7,hypernyms - animals,buffalo,,búfalo
85,,,,bovid,bóvido
86,,,,mammal,mamífero
87,,,,bison,bisón
88,,,,cow,vaca
89,,,,vertebrate,vertebrado
90,,,,creature,criatura
91,,,,ungulate,ungulado
92,,,,beast,bestia
93,,,,being,ser
94,,,,animal,animal
95,,,,organism,organismo
96,,,,fauna,fauna
97,,,,placental,placentario
98,,,,artiodactyl,artiodáctilo
99,,,,ruminant,rumiante
100,,,,chordate,cordado
101,,,,eutherian,euterio
102,,,,mammalian,DUPLICATE_mamífero
103,,,,bovine,bovino
104,,,,animate_being,ser_animado
105,,,,eutherian_mammal,mamífero_euterio
106,,,,placental_mammal,mamífero_placentario
107,,,,craniate,craneado
108,,,,physical_hoofed_mammal,NO_TRANSLATION
109,,,,physical_entity,entidad_física
110,,,,even-toed_ungulate,ungulado_de_dedos_pares
111,,,,artiodactyl_mammal,mamífero_artiodáctilo
112,,,,living_thing,ser_vivo
113,,,,,animal_vertebrado
114,L01_8,hypernyms - animals,butterfly,,mariposa
115,,,,insect,insecto
116,,,,creature,criatura
117,,,,beast,bestia
118,,,,lepidopteran,lepidóptero
119,,,,animal,animal
120,,,,organism,organismo
121,,,,fauna,fauna
122,,,,arthropod,artrópodo
123,,,,lepidopterous_insect,insecto_lepidóptero
124,,,,lepidopteron,DUPLICATE_lepidóptero
125,,,,animate_being,ser_animado
126,,,,living_thing,ser_vivo
128,L01_9,hypernyms - animals,cat,,gato
129,,,,feline,felino
130,,,,beast,bestia
131,,,,animal,animal
132,,,,organism,organismo
133,,,,fauna,fauna
134,,,,placental,placentario
135,,,,carnivore,carnívoro
136,,,,chordate,cordado
137,,,,felid,félido
138,,,,eutherian,euterio
139,,,,mammal,mamífero
140,,,,mammalian,DUPLICATE_mamífero
141,,,,eutherian_mammal,mamífero_euterio
142,,,,animate_being,ser_animado
143,,,,placental_mammal,mamífero_placentario
144,,,,craniate,craneado
146,L01_10,hypernyms - animals,chicken,,pollo
147,,,,fowl,ave
148,,,,bird,pájaro
149,,,,vertebrate,vertebrado
150,,,,poultry,ave_de_corral
151,,,,creature,criatura
152,,,,beast,bestia
153,,,,being,ser
154,,,,animal,animal
155,,,,organism,organismo
156,,,,fauna,fauna
157,,,,chordate,cordado
158,,,,domestic_fowl,ave_doméstica
159,,,,animate_being,ser_animado
160,,,,gallinaceous_bird,pájaro_galliforme
161,,,,craniate,craneado
162,,,,gallinacean,gallinácea
163,,,,living_thing,ser_vivo
166,L01_11,hypernyms - animals,chimpanzee,,chimpancé
167,,,,primate,primate
168,,,,vertebrate,vertebrado
169,,,,creature,criatura
170,,,,beast,bestia
171,,,,being,ser
172,,,,animal,animal
173,,,,organism,organismo
174,,,,fauna,fauna
175,,,,placental,placentario
176,,,,hominid,homínido
177,,,,chordate,cordado
178,,,,eutherian,euterio
179,,,,mammal,mamífero
180,,,,ape,mono
181,,,,mammalian,DUPLICATE_mamífero
182,,,,animate_being,ser_animado
183,,,,eutherian_mammal,mamífero_euterio
184,,,,placental_mammal,placental_mammal
185,,,,craniate,craneado
186,,,,physical_physical_entity,NO_TRANSLATION
187,,,,living_thing,ser_vivo
189,L01_12,hypernyms - animals,chinchilla,,chinchilla
190,,,,rodent,roedor
191,,,,vertebrate,vertebrado
192,,,,creature,criatura
193,,,,beast,bestia
194,,,,animal,animal
195,,,,organism,organismo
196,,,,fauna,fauna
197,,,,placental,placentario
198,,,,chordate,cordado
199,,,,eutherian,euterio
200,,,,mammal,mamífero
201,,,,mammalian,DUPLICATE_mamífero
202,,,,eutherian_mammal,mamífero_euterio
203,,,,gnawer,DUPLICATE_roedor
204,,,,animate_being,ser_animado
205,,,,living_thing,ser_vivo
206,,,,placental_mammal,placental_mammal
207,,,,craniate,craneado
209,L01_13,hypernyms - animals,cobra,,cobra
210,,,,snake,serpiente
211,,,,reptile,reptil
212,,,,elapid,elápido
213,,,,elapid_snake,serpiente_elápida
214,,,,serpent,víbora
215,,,,ophidian,ofidio
217,L01_14,hypernyms - animals,cockroach,,cucaracha
218,,,,insect,insecto
219,,,,invertebrate,invertebrado
220,,,,creature,criatura
221,,,,beast,bestia
222,,,,dictyopterous_insect,insecto_dictiópero
223,,,,being,ser
224,,,,animal,animal
225,,,,organism,organismo
226,,,,fauna,fauna
227,,,,arthropod,artrópodo
228,,,,animate_being,ser_animado
229,,,,physical_entity,entidad_física
230,,,,living_thing,ser_vivo
233,L01_15,hypernyms - animals,cow,,vaca
234,,,,bovid,bóvido
235,,,,mammal,mamífero
236,,,,cattle,ganado
237,,,,vertebrate,vertebrado
238,,,,creature,criatura
239,,,,ungulate,ungulado
240,,,,beast,bestia
241,,,,being,ser
242,,,,animal,animal
243,,,,organism,organismo
244,,,,fauna,fauna
245,,,,placental,placentario
246,,,,artiodactyl,artiodáctilo
247,,,,ruminant,rumiante
248,,,,chordate,cordado
249,,,,eutherian,euterio
250,,,,mammalian,DUPLICATE_mamífero
251,,,,animate_being,ser_animado
252,,,,eutherian_mammal,mamífero_euterio
253,,,,placental_mammal,placental_mammal
254,,,,craniate,craneado
255,,,,physical_hoofed_mammal,NO_TRANSLATION
256,,,,physical_entity,entidad_física
257,,,,even-toed_ungulate,ungulado_de_dedos_pares
258,,,,artiodactyl_mammal,mamífero_artiodáctilo
259,,,,living_thing,ser_vivo
261,L01_16,hypernyms - animals,coyote,,coyote
262,,,,canine,can
263,,,,vertebrate,vertebrado
264,,,,creature,criatura
265,,,,beast,bestia
266,,,,canid,cánido
267,,,,being,ser
268,,,,animal,animal
269,,,,organism,organismo
270,,,,fauna,fauna
271,,,,placental,placentario
272,,,,carnivore,carnívoro
273,,,,chordate,cordado
274,,,,eutherian,euterio
275,,,,mammal,mamífero
276,,,,mammalian,DUPLICATE_mamífero
277,,,,animate_being,ser_animado
278,,,,eutherian_mammal,mamífero_euterio
279,,,,locomote,NO_TRANSLATION
280,,,,placental_mammal,mamífero_placentario
281,,,,craniate,craneado
282,,,,domesticated_animal,animal_domesticado
283,,,,physical_entity,entidad_física
284,,,,domestic_animal,animal_doméstico
285,,,,living_thing,ser_vivo
286,,,,,canis
287,L01_17,hypernyms - animals,deer,,ciervo
288,,,,bovid,bóvido
289,,,,mammal,mamífero
290,,,,vertebrate,vertebrado
291,,,,creature,criatura
292,,,,ungulate,ungulado
293,,,,beast,bestia
294,,,,being,ser
295,,,,animal,animal
296,,,,organism,organismo
297,,,,fauna,fauna
298,,,,placental,placentario
299,,,,artiodactyl,artiodáctilo
300,,,,ruminant,rumiante
301,,,,chordate,cordado
302,,,,eutherian,euterio
303,,,,mammalian,DUPLICATE_mamífero
304,,,,bovine,bovino
305,,,,animate_being,ser_animado
306,,,,eutherian_mammal,mamífero_euterio
307,,,,placental_mammal,placental_mammal
308,,,,craniate,craneado
309,,,,physical_hoofed_mammal,NO_TRANSLATION
310,,,,physical_entity,entidad_física
311,,,,even-toed_ungulate,ungulado_de_dedos_pares
312,,,,artiodactyl_mammal,mamífero_artiodáctilo
313,,,,living_thing,ser_vivo
316,L01_18,hypernyms - animals,dog,,perro
317,,,,canine,can
318,,,,vertebrate,vertebrado
319,,,,creature,criatura
320,,,,beast,bestia
321,,,,canid,cánido
322,,,,being,ser
323,,,,animal,animal
324,,,,organism,organismo
325,,,,fauna,fauna
326,,,,placental,placentario
327,,,,carnivore,carnívoro
328,,,,chordate,cordado
329,,,,eutherian,euterio
330,,,,mammal,mamífero
331,,,,mammalian,DUPLICATE_mamífero
332,,,,animate_being,ser_animado
333,,,,eutherian_mammal,mamífero_euterio
334,,,,locomote,NO_TRANSLATION
335,,,,placental_mammal,placental_mammal
336,,,,craniate,craneado
337,,,,domesticated_animal,animal_domesticado
338,,,,physical_entity,entidad_física
339,,,,domestic_animal,animal_doméstico
340,,,,living_thing,ser_vivo
342,L01_19,hypernyms - animals,duck,,pato
343,,,,fowl,ave
344,,,,bird,pájaro
345,,,,vertebrate,vertebrado
346,,,,poultry,ave_de_corral
347,,,,creature,criatura
348,,,,beast,bestia
349,,,,being,ser
350,,,,animal,animal
351,,,,organism,organismo
352,,,,fauna,fauna
353,,,,chordate,cordado
354,,,,domestic_fowl,ave_doméstica
355,,,,waterfowl,ave_acuática
356,,,,water_fowl,DUPLICATE_ave_acuática
357,,,,animate_being,ser_animado
358,,,,anseriform_bird,pájaro_anseiforme
359,,,,craniate,craneado
360,,,,living_thing,ser_vivo
362,L01_20,hypernyms - animals,eagle,,águila
363,,,,raptor,rapaz
364,,,,bird,pájaro
365,,,,vertebrate,vertebrado
366,,,,creature,criatura
367,,,,beast,bestia
368,,,,being,ser
369,,,,animal,animal
370,,,,organism,organismo
371,,,,fauna,fauna
372,,,,chordate,cordado
373,,,,animate_being,ser_animado
374,,,,craniate,craneado
375,,,,iving_thing,ser_vivo
376,,,,raptorial_bird,ave_rapaz
377,,,,bird_of_prey,ave_de_presa
380,L01_21,hypernyms - animals,falcon,,halcón
381,,,,raptor,rapaz
382,,,,bird,pájaro
383,,,,vertebrate,vertebrado
384,,,,creature,criatura
385,,,,beast,bestia
386,,,,being,ser
387,,,,animal,animal
388,,,,organism,organismo
389,,,,fauna,fauna
390,,,,chordate,cordado
391,,,,animate_being,ser_animado
392,,,,craniate,craneado
393,,,,living_thing,ser_vivo
394,,,,raptorial_bird,ave_rapaz
395,,,,bird_of_prey,ave_de_presa
397,L01_22,hypernyms - animals,fox,,zorro
398,,,,canine,can
399,,,,vertebrate,vertebrado
400,,,,creature,criatura
401,,,,beast,bestia
402,,,,canid,cánido
403,,,,being,ser
404,,,,animal,animal
405,,,,organism,organismo
406,,,,fauna,fauna
407,,,,placental,placentario
408,,,,carnivore,carnívoro
409,,,,chordate,cordado
410,,,,eutherian,euterio
411,,,,mammal,mamífero
412,,,,mammalian,DUPLICATE_mamífero
413,,,,animate_being,ser_animado
414,,,,eutherian_mammal,mamífero_euterio
415,,,,locomote,NO_TRANSLATION
416,,,,placental_mammal,placental_mammal
417,,,,craniate,craneado
418,,,,domesticated_animal,animal_domesticado
419,,,,physical_entity,entidad_física
420,,,,domestic_animal,animal_doméstico
421,,,,living_thing,ser_vivo
423,L01_23,hypernyms - animals,gibbon,,gibón
424,,,,primate,primate
425,,,,vertebrate,vertebrado
426,,,,creature,criatura
427,,,,beast,bestia
428,,,,being,ser
429,,,,animal,animal
430,,,,organism,organismo
431,,,,fauna,fauna
432,,,,placental,placentario
433,,,,chordate,cordado
434,,,,eutherian,euterio
435,,,,mammal,mamífero
436,,,,ape,mono
437,,,,mammalian,DUPLICATE_mamífero
438,,,,animate_being,ser_animado
439,,,,eutherian_mammal,mamífero_euterio
440,,,,placental_mammal,placental_mammal
441,,,,craniate,craneado
442,,,,physical_physical_entity,NO_TRANSLATION
443,,,,living_thing,ser_vivo
445,,,,,hilobátido
446,L01_24,hypernyms - animals,goat,,cabra
447,,,,bovid,bóvido
448,,,,mammal,mamífero
449,,,,vertebrate,vertebrado
450,,,,ungulate,ungulado
451,,,,beast,bestia
452,,,,being,ser
453,,,,animal,animal
454,,,,organism,organismo
455,,,,fauna,fauna
456,,,,placental,placentario
457,,,,artiodactyl,artiodáctilo
458,,,,chordate,cordado
459,,,,eutherian,euterio
460,,,,mammalian,DUPLICATE_mamífero
461,,,,animate_being,ser_animado
462,,,,eutherian_mammal,mamífero_euterio
463,,,,placental_mammal,placental_mammal
464,,,,craniate,craneado
465,,,,hoofed_mammal,mamífero_ungulado
466,,,,even-toed_ungulate,ungulado_de_dedos_pares
467,,,,artiodactyl_mammal,DUPLICATE_artiodáctilo
468,,,,living_thing,ser_vivo
470,L01_25,hypernyms - animals,goose,,ganso
471,,,,fowl,ave
472,,,,bird,pájaro
473,,,,vertebrate,vertebrado
474,,,,poultry,ave_de_corral
475,,,,creature,criatura
476,,,,beast,bestia
477,,,,being,ser
478,,,,animal,animal
479,,,,organism,organismo
480,,,,fauna,fauna
481,,,,chordate,cordado
482,,,,domestic_fowl,ave_doméstica
483,,,,waterfowl,ave_acuática
484,,,,water_fowl,DUPLICATE_ave_acuática
485,,,,animate_being,ser_animado
486,,,,anseriform_bird,pájaro_anseiforme
487,,,,craniate,craneado
488,,,,living_thing,ser_vivo
490,L01_26,hypernyms - animals,gorilla,,gorila
491,,,,primate,primate
492,,,,vertebrate,vertebrado
493,,,,creature,criatura
494,,,,beast,bestia
495,,,,being,ser
496,,,,animal,animal
497,,,,organism,organismo
498,,,,fauna,fauna
499,,,,placental,placentario
500,,,,hominid,homínido
501,,,,chordate,cordado
502,,,,eutherian,euterio
503,,,,mammal,mamífero
504,,,,ape,mono
505,,,,mammalian,DUPLICATE_mamífero
506,,,,animate_being,ser_animado
507,,,,eutherian_mammal,mamífero_euterio
508,,,,placental_mammal,mamífero_placentario
509,,,,craniate,craneado
510,,,,physical_physical_entity,NO_TRANSLATION
511,,,,living_thing,ser_vivo
513,L01_27,hypernyms - animals,hawk,,halcón
514,,,,raptor,rapaz
515,,,,bird,pájaro
516,,,,vertebrate,vertebrado
517,,,,creature,criatura
518,,,,beast,bestia
519,,,,being,ser
520,,,,animal,animal
521,,,,organism,organismo
522,,,,fauna,fauna
523,,,,chordate,cordado
524,,,,animate_being,ser_animado
525,,,,craniate,craneado
526,,,,living_thing,ser_vivo
527,,,,raptorial_bird,ave_rapaz
528,,,,bird_of_prey,ave_de_presa
530,L01_28,hypernyms - animals,human,,humano
531,,,,primate,primate
532,,,,vertebrate,vertebrado
533,,,,creature,criatura
534,,,,beast,bestia
535,,,,being,ser
536,,,,animal,animal
537,,,,organism,organismo
538,,,,fauna,fauna
539,,,,placental,placentario
540,,,,hominid,homínido
541,,,,chordate,cordado
542,,,,eutherian,euterio
543,,,,mammal,mamífero
544,,,,ape,mono
545,,,,mammalian,DUPLICATE_mamífero
546,,,,animate_being,ser_animado
547,,,,eutherian_mammal,mamífero_euterio
548,,,,placental_mammal,mamífero_placentario
549,,,,craniate,craneado
550,,,,physical_physical_entity,NO_TRANSLATION
551,,,,living_thing,ser_vivo
553,L01_29,hypernyms - animals,jackal,,chacal
554,,,,canine,can
555,,,,vertebrate,vertebrado
556,,,,creature,criatura
557,,,,beast,bestia
558,,,,canid,cánido
559,,,,being,ser
560,,,,animal,animal
561,,,,organism,organismo
562,,,,fauna,fauna
563,,,,placental,placentario
564,,,,carnivore,carnívoro
565,,,,chordate,cordado
566,,,,eutherian,euterio
567,,,,mammal,mamífero
568,,,,mammalian,DUPLICATE_mamífero
569,,,,animate_being,ser_animado
570,,,,eutherian_mammal,mamífero_euterio
571,,,,locomote,NO_TRANSLATION
572,,,,placental_mammal,placental_mammal
573,,,,craniate,craneado
574,,,,domesticated_animal,animal_domesticado
575,,,,physical_entity,entidad_física
576,,,,domestic_animal,animal_doméstico
577,,,,living_thing,ser_vivo
578,,,,,canis
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,felino
581,,,,cat,gato
582,,,,beast,bestia
583,,,,animal,animal
584,,,,organism,organismo
585,,,,fauna,fauna
586,,,,placental,placentario
587,,,,carnivore,carnívoro
588,,,,chordate,cordado
589,,,,felid,félido
590,,,,eutherian,euterio
591,,,,mammal,mamífero
592,,,,mammalian,DUPLICATE_mamífero
593,,,,eutherian_mammal,mamífero_euterio
594,,,,animate_being,ser_animado
595,,,,placental_mammal,mamífero_placentario
596,,,,craniate,craneado
597,,,,big_cat,gran_felino
599,L01_31,hypernyms - animals,leopard,,leopardo
600,,,,feline,felino
601,,,,cat,gato
602,,,,beast,bestia
603,,,,animal,animal
604,,,,organism,organismo
605,,,,fauna,fauna
606,,,,placental,placentario
607,,,,carnivore,carnívoro
608,,,,causal_agent,NO_TRANSLATION
609,,,,chordate,cordado
610,,,,felid,félido
611,,,,eutherian,euterio
612,,,,mammal,mamífero
613,,,,mammalian,DUPLICATE_mamífero
614,,,,eutherian_mammal,mamífero_euterio
615,,,,animate_being,ser_animado
616,,,,placental_mammal,placental_mammal
617,,,,craniate,craneado
618,,,,big_cat,gran_felino
620,L01_32,hypernyms - animals,lion,,león
621,,,,feline,felino
622,,,,cat,gato
623,,,,beast,bestia
624,,,,animal,animal
625,,,,organism,organismo
626,,,,fauna,fauna
627,,,,placental,placentario
628,,,,carnivore,carnívoro
629,,,,chordate,cordado
630,,,,felid,félido
631,,,,eutherian,euterio
632,,,,mammal,mamífero
633,,,,mammalian,DUPLICATE_mamífero
634,,,,eutherian_mammal,mamífero_euterio
635,,,,animate_being,ser_animado
636,,,,placental_mammal,mamífero_placentario
637,,,,craniate,craneado
638,,,,big_cat,gran_felino
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,serpiente
642,,,,reptile,reptil
643,,,,elapid,eláptido
644,,,,elapid_snake,serpiente_eláptida
645,,,,serpent,víbora
646,,,,ophidian,ofidio
648,L01_34,hypernyms - animals,mouse,,ratón
649,,,,rodent,roedor
650,,,,vertebrate,vertebrado
651,,,,creature,criatura
652,,,,beast,bestia
653,,,,animal,animal
654,,,,organism,organismo
655,,,,fauna,fauna
656,,,,placental,placentario
657,,,,chordate,cordado
658,,,,eutherian,euterio
659,,,,mammal,mamífero
660,,,,mammalian,DUPLICATE_mamífero
661,,,,eutherian_mammal,mamífero_euterio
662,,,,gnawer,DUPLICATE_roedor
663,,,,animate_being,ser_animado
664,,,,living_thing,ser_vivo
665,,,,placental_mammal,mamífero_placentario
666,,,,craniate,craneado
669,L01_35,hypernyms - animals,orangutan,,orangután
670,,,,primate,primate
671,,,,vertebrate,vertebrado
672,,,,creature,criatura
673,,,,beast,bestia
674,,,,being,ser
675,,,,animal,animal
676,,,,organism,organismo
677,,,,fauna,fauna
678,,,,placental,placentario
679,,,,hominid,homínido
680,,,,chordate,cordado
681,,,,eutherian,euterio
682,,,,mammal,mamífero
683,,,,ape,mono
684,,,,mammalian,DUPLICATE_mamífero
685,,,,animate_being,ser_animado
686,,,,eutherian_mammal,mamífero_euterio
687,,,,placental_mammal,mamífero_placentario
688,,,,craniate,craneado
689,,,,physical_physical_entity,NO_TRANSLATION
690,,,,living_thing,ser_vivo
692,L01_36,hypernyms - animals,owl,,buho
693,,,,raptor,rapaz
694,,,,bird,pájaro
695,,,,vertebrate,vertebrado
696,,,,creature,criatura
697,,,,beast,bestia
698,,,,being,ser
699,,,,animal,animal
700,,,,organism,organismo
701,,,,fauna,fauna
702,,,,chordate,cordado
703,,,,animate_being,ser_animado
704,,,,craniate,craneado
705,,,,living_thing,ser_vivo
706,,,,raptorial_bird,ave_rapaz
707,,,,bird_of_prey,ave_de_presa
709,L01_37,hypernyms - animals,pony,,poni
710,,,,bovid,bóvido
711,,,,mammal,mamífero
712,,,,horse,caballo
713,,,,vertebrate,vertebrado
714,,,,creature,criatura
715,,,,beast,bestia
716,,,,animal,animal
717,,,,organism,organismo
718,,,,fauna,fauna
719,,,,placental,placentario
720,,,,eutherian,euterio
721,,,,equine,equino
722,,,,mammalian,DUPLICATE_mamífero
723,,,,equid,équido
724,,,,living_thing,ser_vivo
725,,,,odd-toed_ungulate,ungulado_de_dedos_impares
726,,,,animate_being,ser_animado
727,,,,eutherian_mammal,mamífero_euterio
728,,,,perissodactyl,perisodáctilo
729,,,,placental_mammal,placental_mammal
730,,,,craniate,craneado
731,,,,hoofed_mammal,mamífero_ungulado
732,,,,physical_entity,entidad_física
733,,,,perissodactyl_mammal,mamífero_perisodáctilo
734,,,,equus_caballus,equus_caballus
736,L01_38,hypernyms - animals,porcupine,,puercoespín
737,,,,rodent,roedor
738,,,,vertebrate,vertebrado
739,,,,creature,criatura
740,,,,beast,bestia
741,,,,animal,animal
742,,,,organism,organismo
743,,,,fauna,fauna
744,,,,placental,placentario
745,,,,chordate,cordado
746,,,,eutherian,euterio
747,,,,mammal,mamífero
748,,,,mammalian,DUPLICATE_mamífero
749,,,,eutherian_mammal,mamífero_euterio
750,,,,gnawer,DUPLICATE_roedor
751,,,,animate_being,ser_animado
752,,,,living_thing,ser_vivo
753,,,,placental_mammal,mamífero_placentario
754,,,,craniate,craneado
756,L01_39,hypernyms - animals,quail,,codorniz
757,,,,fowl,ave
758,,,,bird,pájaro
759,,,,vertebrate,vertebrado
760,,,,poultry,ave_de_corral
761,,,,creature,criatura
762,,,,beast,bestia
763,,,,being,ser
764,,,,animal,animal
765,,,,organism,organismo
766,,,,fauna,fauna
767,,,,chordate,cordado
768,,,,wild_fowl,ave_salvaje
769,,,,wildfowl,DUPLICATE_ave_salvaje
770,,,,animate_being,ser_animado
771,,,,gallinaceous_bird,pájaro_galliforme
772,,,,craniate,craneado
773,,,,gallinacean,gallinácea
774,,,,living_thing,ser_vivo
776,L01_40,hypernyms - animals,rattlesnake,,serpiente_de_cascabel
777,,,,snake,serpiente
778,,,,reptile,reptil
779,,,,pit_viper,crótalo
780,,,,serpent,víbora
781,,,,ophidian,ofidio
783,L01_41,hypernyms - animals,squirrel,,ardilla
784,,,,rodent,roedor
785,,,,vertebrate,vertebrado
786,,,,creature,criatura
787,,,,beast,bestia
788,,,,animal,animal
789,,,,organism,organismo
790,,,,fauna,fauna
791,,,,placental,placentario
792,,,,chordate,cordado
793,,,,eutherian,euterio
794,,,,mammal,mamífero
795,,,,mammalian,DUPLICATE_mamífero
796,,,,eutherian_mammal,mamífero_euterio
797,,,,gnawer,DUPLICATE_roedor
798,,,,animate_being,ser_animado
799,,,,living_thing,ser_vivo
800,,,,placental_mammal,mamífero_placentario
801,,,,craniate,craneado
803,L01_42,hypernyms - animals,stegosaurus,,estegosaurio
804,,,,dinosaur,dinosaurio
805,,,,reptile,reptil
806,,,,armored_dinosaur,dinosaurio_acorazado
807,,,,archosaur,arcosaurio
808,,,,archosaurian,DUPLICATE_arcosaurio
809,,,,archosaurian_reptile,reptil_arcosaurio
811,L01_43,hypernyms - animals,tiger,,tigre
812,,,,feline,felino
813,,,,cat,gato
814,,,,beast,bestia
815,,,,animal,animal
816,,,,organism,organismo
817,,,,fauna,fauna
818,,,,placental,placentario
819,,,,carnivore,carnívoro
820,,,,chordate,cordado
821,,,,felid,félido
822,,,,eutherian,euterio
823,,,,mammal,mamífero
824,,,,mammalian,DUPLICATE_mamífero
825,,,,eutherian_mammal,mamífero_euterio
826,,,,animate_being,ser_animado
827,,,,placental_mammal,mamífero_placentario
828,,,,craniate,craneado
829,,,,big_cat,gran_felino
831,,,,,ser_vivo
832,L01_44,hypernyms - animals,triceratops,,triceratops
833,,,,dinosaur,dinosaurio
834,,,,reptile,reptil
835,,,,ceratopsian,ceratopsio
836,,,,horned_dinosaur,dinosaurio_cornudo
837,,,,archosaur,arcosaurio
838,,,,archosaurian,DUPLICATE_arcosaurio
839,,,,archosaurian_reptile,reptil_arcosaurio
841,L01_45,hypernyms - animals,turkey,,pavo
842,,,,fowl,ave
843,,,,bird,pájaro
844,,,,vertebrate,vertebrado
845,,,,poultry,ave_de_corral
846,,,,creature,criatura
847,,,,beast,bestia
848,,,,being,ser
849,,,,animal,animal
850,,,,organism,organismo
851,,,,fauna,fauna
852,,,,chordate,cordado
853,,,,domestic_fowl,ave_doméstica
854,,,,animate_being,ser_animado
855,,,,gallinaceous_bird,pájaro_galliforme
856,,,,craniate,craneado
857,,,,gallinacean,gallinácea
858,,,,living_thing,ser_vivo
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranosaurio
861,,,,dinosaur,dinosaurio
862,,,,reptile,reptil
863,,,,theropod,terópodo
864,,,,theropod_dinosaur,dinosaurio_terópodo
865,,,,bird-footed_dinosaur,dinosaurio_ornitópodo
866,,,,archosaur,arcosaurio
867,,,,archosaurian,DUPLICATE_arcosaurio
868,,,,archosaurian_reptile,reptil_arcosaurio
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinosaurio
872,,,,reptile,reptil
873,,,,maniraptor,maniraptor
874,,,,archosaur,arcosaurio
875,,,,archosaurian,DUPLICATE_arcosaurio
876,,,,archosaurian_reptile,reptil_arcosaurio
878,L01_48,hypernyms - animals,viper,,víbora
879,,,,snake,serpiente
880,,,,reptile,reptil
881,,,,serpent,culebra
882,,,,ophidian,ofídio
885,L01_49,hypernyms - animals,vulture,,buitre
886,,,,raptor,rapaz
887,,,,bird,pájaro
888,,,,vertebrate,vertebrado
889,,,,creature,criatura
890,,,,beast,bestia
891,,,,being,ser
892,,,,animal,animal
893,,,,organism,organismo
894,,,,fauna,fauna
895,,,,chordate,cordado
896,,,,animate_being,ser_animado
897,,,,craniate,craneado
898,,,,living_thing,ser_vivo
899,,,,raptorial_bird,ave_rapaz
900,,,,bird_of_prey,ave_de_presa
902,L01_50,hypernyms - animals,wolf,,lobo
903,,,,canine,perro
904,,,,vertebrate,vertebrado
905,,,,creature,criatura
906,,,,beast,bestia
907,,,,canid,cánido
908,,,,being,ser
909,,,,animal,animal
910,,,,organism,organismo
911,,,,fauna,fauna
912,,,,placental,placentario
913,,,,carnivore,carnívoro
914,,,,chordate,cordado
915,,,,eutherian,euterio
916,,,,mammal,mamífero
917,,,,mammalian,DUPLICATE_mamífero
918,,,,animate_being,ser_animado
919,,,,eutherian_mammal,mamífero_euterio
920,,,,locomote,NO_TRANSLATION
921,,,,placental_mammal,mamífero_placentario
