,ID,Relation,Source,Target,ES
250,,,,,"apático,flemático"
251,L09_15,antonyms - gradable,cooked,,cocinado
252,,,,raw,crudo
253,,,,half-baked,a_medio_cocer
254,,,,fresh,fresco
255,,,,natural,natural
256,,,,underdone,poco_cocinado
257,,,,rare,poco_hecho
258,,,,uncooked,sin_cocinar
259,,,,untoasted,sin_tostar
261,L09_16,antonyms - gradable,dangerous,,peligroso
262,,,,safe,seguro
263,,,,fail-safe,a_prueba_de_riesgo
264,,,,risk-free,sin_riesgo
265,,,,riskless,sin_peligro
266,,,,unhazardous,no_peligroso
267,,,,safe-and-sound,sano_y_salvo
268,,,,unhurt,ileso
269,,,,harmless,inofensivo
270,,,,invulnerable,no_vulnerable
271,,,,secure,DUPLICATE_seguro
272,,,,uninjured,sin_daños
273,,,,,fiable
274,L09_17,antonyms - gradable,decisive,,decisivo
275,,,,hesitating,dudoso
276,,,,indecisive,indeciso
277,,,,hesitant,dubitativo
278,,,,inconclusive,inconclusivo
279,,,,irresolute,irresoluto
281,L09_18,antonyms - gradable,dry,,seco
282,,,,wet,mojado
283,,,,bedewed,empapado
284,,,,dewy,rociado
285,,,,besprent,DUPLICATE_humedecido
286,,,,boggy,pantanoso
287,,,,marshy,empantanado
288,,,,miry,fangoso
289,,,,mucky,mugriento
290,,,,muddy,embarrado
291,,,,quaggy,cenagoso
292,,,,sloppy,resbaladizo
293,,,,sloughy,viscoso
294,,,,soggy,DUPLICATE_empapado
295,,,,squashy,esponjoso
296,,,,swampy,DUPLICATE_pantanoso
297,,,,waterlogged,anegado
298,,,,clammy,pegajoso
299,,,,dank,húmedo
300,,,,damp,húmedal
301,,,,dampish,con_humedad
302,,,,moist,humedecido
303,,,,sodden,lleno_de_agua
304,,,,soppy,chipiado
305,,,,drippy,que_escurre
306,,,,drizzly,llovizna
307,,,,humid,DUPLICATE_húmedo
308,,,,misty,brumoso
309,,,,muggy,DUPLICATE_húmedo
310,,,,steamy,vaporoso
311,,,,sticky,DUPLICATE_pegajoso
312,,,,reeking,apestoso
313,,,,watery,acuoso
314,,,,rheumy,reumático
315,,,,showery,con_mucha_lluvia
316,,,,rainy,lluvioso
317,,,,steaming,humeante
318,,,,tacky,DUPLICATE_viscoso
319,,,,undried,sin_secar
320,,,,washed,lavado
321,,,,,"calado,regado,inundado,húmido,duchado"
322,L09_19,antonyms - gradable,energetic,,energético
323,,,,lethargic,aletargado
324,,,,unergetic,sin_energía
325,,,,dazed,confuso
326,,,,foggy,nublado
327,,,,groggy,aturdido
328,,,,logy,atontado
329,,,,stuporous,con_estupor
330,,,,dreamy,somnoliento
331,,,,lackadaisical,discipliente
332,,,,languid,lánguido
333,,,,languorous,DUPLICATE_lánguido
334,,,,listless,apático
335,,,,inactive,inactivo
337,L09_20,antonyms - gradable,familiar,,familiar
338,,,,unfamiliar,poco_familiar
339,,,,strange,extraño
340,,,,unknown,desconocido
341,,,,unacquainted,sin_relación
342,,,,foreign,extranjero
343,,,,,"foráneo,forastero"
344,L09_21,antonyms - gradable,fat,,gordo
345,,,,thin,flaco
346,,,,lean,delgado
347,,,,anorexic,anoréxico
348,,,,anorectic,con_anorexia
349,,,,bony,en_los_huesos
350,,,,cadaverous,cadáver
351,,,,emaciated,demacrado
352,,,,gaunt,descarnado
353,,,,haggard,ojeroso
354,,,,pinched,pellizcado
355,,,,skeletal,esquelético
356,,,,wasted,acabado
357,,,,deep-eyed,con_ojeras
358,,,,hollow-eyed,con_la_mirada_vacía
359,,,,sunken-eyed,ojos_hundidos
360,,,,gangling,desgarbado
361,,,,gangly,desgreñado
362,,,,lanky,larguirucho
363,,,,lank,DUPLICATE_larguirucho
364,,,,spindly,enjuto
365,,,,rawboned,huesos_marcados
366,,,,reedy,palillo
367,,,,reedlike,como_un_palillo
368,,,,twiggy,espigado
369,,,,twiglike,como_una_espiga
370,,,,scarecrowish,espantapájaros
371,,,,scraggy,ralo
372,,,,boney,huesudo
373,,,,scrawny,escuálido
374,,,,skinny,DUPLICATE_flaco
375,,,,underweight,bajo_peso
376,,,,weedy,alargado
377,,,,shriveled,estirado
378,,,,shrivelled,DUPLICATE_estirado
379,,,,shrunken,encogido
380,,,,withered,marchito
381,,,,wizen,seco
382,,,,wizened,DUPLICATE_seco
383,,,,slender,esbelto
384,,,,slight,ligero
385,,,,slim,DUPLICATE_delgado
386,,,,svelte,DUPLICATE_esbelto
387,,,,slender-waisted,de_cintura_esbelta
388,,,,slim-waisted,de_cintura_delgada
389,,,,wasp-waisted,cintura_de_avispa
390,,,,spare,sobrio
391,,,,trim,acortado
392,,,,spindle-legged,piernas_de_espiga
393,,,,spindle-shanked,piernas_espigadas
394,,,,stringy,fibroso
395,,,,wiry,como_un_alambre
396,,,,wisplike,menudo
397,,,,wispy,DUPLICATE_menudo
398,,,,,"chupado,escuchimizado,famélico"
399,L09_22,antonyms - gradable,full,,lleno
400,,,,empty,vacío
401,,,,bare,desnudo
402,,,,stripped,despojado
403,,,,blank,en_blanco
404,,,,clean,limpio
405,,,,white,blanco
406,,,,empty-handed,con_las_manos_vacías
407,,,,glassy,vidrioso
408,,,,glazed,pulido
409,,,,lifeless,sin_vida
410,,,,looted,saqueado
411,,,,pillaged,expoliado
412,,,,plundered,desvalijado
413,,,,ransacked,desplumado
414,,,,vacant,vacante
415,,,,vacuous,vacuo
416,,,,void,DUPLICATE_vacío
417,,,,,desierto
418,L09_23,antonyms - gradable,gaseous,,gaseoso
419,,,,solid,sólido
420,,,,hard,duro
421,,,,coagulated,coagulado
422,,,,solidified,solidificado
423,,,,concrete,de_cemento
424,,,,congealed,congelado
425,,,,jelled,gelatinoso
426,,,,jellied,DUPLICATE_gelatinoso
427,,,,dry,seco
428,,,,semisolid,semisólido
429,,,,solid-state,estado_sólido
430,,,,,denso
431,L09_24,antonyms - gradable,generous,,generoso
432,,,,stingy,tacaño
433,,,,beggarly,mendigante
434,,,,mean,mezquino
435,,,,cheap,barato
436,,,,chinchy,quisquilloso
437,,,,chintzy,DUPLICATE_quisquilloso
438,,,,cheeseparing,escatimador
439,,,,close,cerca
440,,,,near,cerca_de
441,,,,penny-pinching,pesetero
442,,,,skinny,flaco
443,,,,closefisted,de_puño_cerrado
444,,,,hardfisted,de_puño_prieto
445,,,,tightfisted,DUPLICATE_de_puño_prieto
446,,,,grudging,a_regañadientes
447,,,,niggardly,escatimoso
448,,,,scrimy,escueto
449,,,,mingy,avariento
450,,,,miserly,DUPLICATE_mezquino
451,,,,tight,prieto
452,,,,parsimonious,parsimonioso
453,,,,penurious,penurias
454,,,,selfish,egoísta
455,,,,uncharitable,poco_caritativo
456,,,,ungenerous,poco_generoso
457,,,,meanspirited,mal_intencionado
458,,,,,"cicatero,roñoso"
459,L09_25,antonyms - gradable,happy,,feliz
460,,,,sad,triste
461,,,,bittersweet,agridulce
462,,,,doleful,doliente
463,,,,mournful,lúgubre
464,,,,heavyhearted,pesado
465,,,,melancholy,melancolía
466,,,,melancholic,melancólico
467,,,,pensive,pensativo
468,,,,wistful,circunspecto
469,,,,tragic,trágico
470,,,,tragical,DUPLICATE_trágico
471,,,,tragicomic,tragicómico
472,,,,tragicomical,DUPLICATE_tragicómico
473,,,,deplorable,deplorable
474,,,,distressing,angustiono
475,,,,lamentable,lamentable
476,,,,pitiful,penoso
477,,,,sorry,arrepentido
478,,,,,"afligido,compungido"
479,L09_26,antonyms - gradable,hard,,duro
480,,,,soft,blando
481,,,,mellow,suave
482,,,,brushed,cepillado
483,,,,fleecy,DUPLICATE_lanoso
484,,,,napped,napado
485,,,,cheeselike,como_un_queso
486,,,,compressible,comprimible
487,,,,squeezable,exprimible
488,,,,cottony,algodonoso
489,,,,cushioned,acolchado
490,,,,cushiony,blandito
491,,,,padded,ablandado
492,,,,demulcent,demulcente
493,,,,emollient,emoliente
494,,,,salving,calmante
495,,,,softening,suavizante
496,,,,downy,plumoso
497,,,,downlike,de_plumón
498,,,,flossy,sedoso
499,,,,fluffy,esponjoso
500,,,,flaccid,flácido
501,,,,flocculent,floculento
502,,,,woolly,lanudo
503,,,,wooly,lanoso
504,,,,yielding,que_cede
505,,,,mushy,pastoso
506,,,,overstuffed,sobrecargado
507,,,,softish,blandurrio
508,,,,semisoft,semiblando
509,,,,spongy,DUPLICATE_esponjoso
510,,,,squashy,extrujable
511,,,,squishy,aplastable
512,,,,spongelike,como_una_esponja
513,,,,velvet,aterciopelado
514,,,,velvety,DUPLICATE_aterciopelado
515,,,,,tierno
516,L09_27,antonyms - gradable,hot,,caliente
517,,,,cold,frío
518,,,,chilly,refrescante
519,,,,frosty,helado
520,,,,cool,fresco
521,,,,frigid,frígido
523,L09_28,antonyms - gradable,interesting,,interesante
524,,,,uninteresting,poco_interesante
525,,,,dull,soso
526,,,,boring,aburrido
527,,,,deadening,amortiguador
528,,,,ho-hum,NO_TRANSLATION
529,,,,irksome,fastidioso
530,,,,slow,lento
531,,,,tedious,tedioso
532,,,,tiresome,cansino
533,,,,wearisome,cansado
534,,,,insipid,insípido
535,,,,jejune,adormecedor
536,,,,narcotic,sedante
537,,,,soporiferous,soporífero
538,,,,soporific,DUPLICATE_soporífero
539,,,,prosaic,prosaico
540,,,,prosy,DUPLICATE_prosaico
541,,,,earthbound,terrenal
542,,,,ponderous,pesado
543,,,,putdownable,despreciable
544,,,,unexciting,poco_emocionante
545,,,,unstimulating,poco_estimulante
546,,,,,"cargante,interminable,hartante"
547,L09_29,antonyms - gradable,introvert,,introvertido
548,,,,extravert,extravertido
549,,,,extrovert,extrovertido
550,,,,outgoing,abierto
551,,,,extroverted,DUPLICATE_extrovertido
552,,,,forthcoming,echado_para_alante
553,,,,sociable,sociable
554,,,,,conversador
555,L09_30,antonyms - gradable,large,,grande
556,,,,small,pequeño
557,,,,little,DUPLICATE_pequeño
558,,,,atomic,atómico
559,,,,subatomic,subatómico
560,,,,bantam,NO_TRANSLATION
561,,,,diminutive,diminuto
562,,,,lilliputian,liliputiense
563,,,,midget,enano
564,,,,petite,DUPLICATE_pequeño
565,,,,tiny,minúsculo
566,,,,flyspeck,despreciable
567,,,,bitty,pequeñísimo
568,,,,bittie,DUPLICATE_pequeñísimo
569,,,,teensy,chico
570,,,,teentsy,DUPLICATE_chico
571,,,,teeny,DUPLICATE_chico
572,,,,wee,pequeñito
573,,,,weeny,DUPLICATE_pequeñito
574,,,,weensy,DUPLICATE_pequeñito
575,,,,teensy-weensy,DUPLICATE_pequeñito
576,,,,teeny-weeny,DUPLICATE_pequeñito
577,,,,itty-bitty,DUPLICATE_pequeñito
578,,,,itsy-bitsy,DUPLICATE_pequeñito
579,,,,dinky,DUPLICATE_pequeñito
580,,,,dwarfish,persona_enana
581,,,,elfin,elfo
582,,,,elflike,parecido_a_un_elfo
583,,,,gnomish,gnomo
584,,,,half-size,medio_hombre
585,,,,infinitesimal,infinitesimal
586,,,,minute,menudo
587,,,,lesser,apocado
588,,,,microscopic,microscópico
589,,,,microscopical,DUPLICATE_microscópico
590,,,,micro,micro
591,,,,miniature,miniatura
592,,,,minuscule,DUPLICATE_minúsculo
593,,,,miniscule,DUPLICATE_minúsculo
594,,,,olive-sized,del_tamaño_de_una_oliva
595,,,,pocket-size,tamaño_de_bolsillo
596,,,,pocket-sized,DUPLICATE_tamaño_de_bolsillo
597,,,,pocketable,DUPLICATE_tamaño_de_bolsillo
598,,,,puny,insignificante
599,,,,runty,enclenque
600,,,,shrimpy,DUPLICATE_pequeñito
601,,,,slender,endeble
602,,,,slim,delgado
603,,,,smaller,más_pequeño_que
604,,,,littler,más_pequeño
605,,,,smallish,pequeñajo
606,,,,small-scale,pequeña_escala
607,,,,undersize,de_poco_tamaño
608,,,,undersized,DUPLICATE_de_poco_tamaño
609,,,,,"canijo,reducido,desdeñable,ínfimo,chiquito,chiquitín,chiquitajo,parvo,exiguo,reducido,irrelevante,limitado,escaso"
610,L09_31,antonyms - gradable,long,,largo
611,,,,short,corto
612,,,,abbreviated,abreviado
613,,,,shortened,acortado
614,,,,truncated,truncado
615,,,,brief,breve
616,,,,clipped,recortado
617,,,,fleeting,efímero
618,,,,fugitive,fugaz
619,,,,momentaneous,momentáneo
620,,,,momentary,DUPLICATE_momentáneo
621,,,,short_and_sweet,bueno_y_breve
622,,,,short-dated,cortoplacista
623,,,,short-range,de_corto_alcance
624,,,,short-run,de_corta_distancia
625,,,,short-term,a_corto_plazo
626,,,,close,cerca
627,,,,curtal,DUPLICATE_truncado
628,,,,sawed-off,aserrado
629,,,,sawn-off,limado
630,,,,shortish,relativamente_corto
631,,,,short-snouted,DUPLICATE_de_corto_alcance
632,,,,snub,achaparrado
633,,,,stubby,DUPLICATE_achaparrado
634,,,,telescoped,visto_desde_un_telescopio
635,,,,truncate,DUPLICATE_truncado
636,,,,chunky,DUPLICATE_achaparrado
637,,,,dumpy,rechoncho
638,,,,low-set,de_baja_estatura
639,,,,squat,DUPLICATE_rechoncho
640,,,,squatty,DUPLICATE_rechoncho
641,,,,stumpy,troncho
642,,,,compact,compacto
643,,,,heavyset,peso_pesado
644,,,,stocky,concentrado
645,,,,thick,denso
646,,,,thickset,constitución_densa
647,,,,half-length,de_media_Estatura
648,,,,pint-size,talla_pequeña
649,,,,pint-sized,de_talla_pequeña
650,,,,runty,enano
651,,,,short-stalked,de_pico_corto
652,,,,squab,pichón
653,,,,squabby,pichoncito
654,,,,,"chaparro,raquítico,retaco,pigmeo,escaso"
655,L09_32,antonyms - gradable,lumpy,,grumoso
656,,,,flat,liso
657,,,,level,nivelado
658,,,,plane,plano
659,,,,even,igual
661,L09_33,antonyms - gradable,noisy,,ruidoso
662,,,,silent,silencioso
663,,,,uncommunicative,reservado
664,,,,dumb,DUPLICATE_mudo
665,,,,mute,mudo
666,,,,inarticulate,inarticulado
667,,,,unarticulate,DUPLICATE_inarticulado
668,,,,,"callado,sigiloso,sin_habla,taciturno,no_comunicativo"
669,L09_34,antonyms - gradable,normal,,normal
670,,,,abnormal,anormal
671,,,,aberrant,aberrante
672,,,,deviant,desviado
673,,,,deviate,DUPLICATE_desviado
674,,,,anomalous,anómalo
675,,,,antidromic,antidrómico
676,,,,atypical,atípico
677,,,,irregular,irregular
678,,,,brachydactylic,braquidáctilo
679,,,,brachydactylous,DUPLICATE_braquidáctilo
680,,,,defective,defectuoso
681,,,,freakish,estrafalario
682,,,,kinky,pervertido
683,,,,perverted,perverso
684,,,,subnormal,subnormal
685,,,,supernormal,supernormal
686,,,,vicarious,vicario
687,,,,unusual,inusual
688,,,,exceptional,excepcional
689,,,,insane,demente
690,,,,unnatural,antinatural
691,,,,,"deficiente,extraño"
692,L09_35,antonyms - gradable,organized,,organizado
693,,,,unorganized,desorganizado
694,,,,unstructured,desesctruturado
695,,,,uncoordinated,descoordinado
696,,,,unformed,deforme
697,,,,unincorporated,no_incorporado
699,L09_36,antonyms - gradable,pale,,pálido
700,,,,tanned,moreno
701,,,,bronzed,bronceado
702,,,,suntanned,bronceado_al_sol
703,,,,brunet,pelo_moreno
704,,,,brunette,DUPLICATE_pelo_moreno
705,,,,,atezado
706,L09_37,antonyms - gradable,rich,,rico
707,,,,poor,pobre
708,,,,broke,en_quiebra
709,,,,bust,austero
710,,,,skint,sin_cuartos
711,,,,stone-broke,sin_blanca
712,,,,stony-broke,arruinado
713,,,,destitute,indigente
714,,,,impoverished,empobrecido
715,,,,indigent,DUPLICATE_indigente
716,,,,necessitous,necesitado
717,,,,needy,DUPLICATE_necesitado
718,,,,poverty-stricken,asolado_por_la_pobreza
719,,,,hard_up,desamparado
720,,,,impecunious,DUPLICATE_sin_dinero
721,,,,penniless,sin_dinero
722,,,,penurious,en_penuria
723,,,,pinched,sin_plata
724,,,,moneyless,sin_billetes
725,,,,unprovided,sin_recursos
726,,,,,"menesteroso,paupérrimo,insolvente"
727,L09_38,antonyms - gradable,sane,,cuerdo
728,,,,crazy,loco
729,,,,loony,lunático
730,,,,looney,DUPLICATE_lunático
731,,,,nutcase,como_una_chota
732,,,,weirdo,friki
733,,,,mad,enloquecido
734,,,,insane,insano
735,,,,,demente
736,L09_39,antonyms - gradable,short,,bajo
737,,,,tall,alto
738,,,,gangling,largilucho
739,,,,gangly,DUPLICATE_largilucho
740,,,,lanky,DUPLICATE_largilucho
741,,,,rangy,espigado
742,,,,height,altura
743,,,,leggy,patilargo
744,,,,long-legged,de_piernas_largas
745,,,,long-shanked,de_piernas_esbeltas
746,,,,tall-growing,de_crecimiento_avanzado
747,,,,long,largo
748,,,,long-stalked,de_hechura_larga
749,,,,tall-stalked,de_porte_alto
750,,,,stately,majestuoso
751,,,,statuesque,escultural
752,,,,tallish,relativamente_alto
753,,,,,"esbelto,crecido"
754,L09_40,antonyms - gradable,simple,,simple
755,,,,difficult,difícil
756,,,,challenging,desafiante
757,,,,hard,duro
758,,,,complicated,complicado
759,,,,demanding,exigente
760,,,,daunting,demandante
761,,,,taxing,costoso
763,L09_41,antonyms - gradable,sincere,,sincero
764,,,,insincere,poco_sincero
765,,,,bootlicking,lameculos
766,,,,fawning,adulador
767,,,,obsequious,servil
768,,,,sycophantic,pelota
769,,,,toadyish,DUPLICATE_servil
770,,,,buttery,mantecoso
771,,,,fulsome,efusivo
772,,,,oily,aceitoso
773,,,,oleaginous,oleaginoso
774,,,,smarmy,zalamero
775,,,,soapy,jabonoso
776,,,,unctuous,untuoso
777,,,,dissimulative,disimulador
778,,,,False,falso
779,,,,feigned,fingido
780,,,,gilded,dorado
781,,,,meretricious,superficial
782,,,,specious,engañoso
783,,,,hypocritical,hipócrita
784,,,,plausible,plausible
785,,,,counterfeit,contrafactual
786,,,,imitative,imitativo
787,,,,dishonest,deshonesto
788,,,,dishonorable,deshonroso
789,,,,disingenuous,DUPLICATE_falso
790,,,,artful,artero
791,,,,unreal,irreal
792,,,,,"cobista,pelotillero,tiralevitas"
793,L09_42,antonyms - gradable,slow,,lento
794,,,,fast,rápido
795,,,,quick,veloz
796,,,,accelerated,acelerado
797,,,,alacritous,presto
798,,,,blistering,frenético
799,,,,hot,caliente
800,,,,red-hot,al_rojo_vivo
801,,,,double-quick,doblemente_rápido
802,,,,express,express
803,,,,fast-breaking,de_última_hora
804,,,,fast-paced,de_ritmo_rápido
805,,,,fleet,efímero
806,,,,swift,cambiante
807,,,,high-speed,de_alta_velocidad
808,,,,high-velocity,velocidad_rápida
809,,,,hurrying,deprisa
810,,,,scurrying,corriendo
811,,,,immediate,inmediato
812,,,,prompt,pronta
813,,,,straightaway,al_momento
814,,,,instantaneous,instantáneo
815,,,,instant,al_instante
816,,,,meteoric,meteórico
817,,,,speedy,rapidito
818,,,,rapid,DUPLICATE_veloz
819,,,,winged,alado
820,,,,windy,al_vuelo
821,,,,,"apresurado,raudo"
822,L09_43,antonyms - gradable,sweet,,dulce
823,,,,sour,agrio
824,,,,acerb,acre
825,,,,acerbic,DUPLICATE_acre
826,,,,astringent,astringente
827,,,,acetose,acetosa
828,,,,acetous,acetoso
829,,,,vinegary,avinagrado
830,,,,vinegarish,relativamente_avinagrado
831,,,,acidic,acídico
832,,,,acid,ácido
833,,,,acidulent,acidulado
834,,,,acidulous,DUPLICATE_acidulado
835,,,,lemony,alimonado
836,,,,lemonlike,parecido_al_limón
837,,,,sourish,DUPLICATE_agrio
838,,,,tangy,DUPLICATE_agrio
839,,,,tart,DUPLICATE_agrio
840,,,,subacid,subácido
841,,,,bitter,amargo
842,,,,,"cítrico,acerbo,acedo,agre,agriado,acibarado"
843,L09_44,antonyms - gradable,tasty,,sabroso
844,,,,tasteless,insulso
845,,,,bland,soso
846,,,,flat,plano
