,ID,Relation,Source,Target,RO
277,,,,hesitant,ezitant
278,,,,inconclusive,neconcludent
279,,,,irresolute,DUPLICATE_nehotărât
281,L09_18,antonyms - gradable,dry,,uscat
282,,,,wet,umed
283,,,,bedewed,înrourat
284,,,,dewy,DUPLICATE_înrourat
285,,,,besprent,împrăștiat
286,,,,boggy,mlăștinos
287,,,,marshy,mocirlos
288,,,,miry,plin_de_noroi
289,,,,mucky,noroios
290,,,,muddy,DUPLICATE_plin_de_noroi
291,,,,quaggy,DUPLICATE_mlăștinos
292,,,,sloppy,alunecos
293,,,,sloughy,moale
294,,,,soggy,ud
295,,,,squashy,nămoloas
296,,,,swampy,DUPLICATE_mlăștinos
297,,,,waterlogged,plin_de_apă
298,,,,clammy,DUPLICATE_moale
299,,,,dank,DUPLICATE_umed
300,,,,damp,DUPLICATE_umed
301,,,,dampish,umezit
302,,,,moist,umezeală
303,,,,sodden,înmuiat
304,,,,soppy,ploios
305,,,,drippy,picurat
306,,,,drizzly,DUPLICATE_picurat
307,,,,humid,jilav
308,,,,misty,cețoas
309,,,,muggy,înăbușitor
310,,,,steamy,aburos
311,,,,sticky,lipicios
312,,,,reeking,mirositoare
313,,,,watery,apos
314,,,,rheumy,urduros
315,,,,showery,intens_ploios
316,,,,rainy,DUPLICATE_ploios
317,,,,steaming,aburire
318,,,,tacky,DUPLICATE_lipicios
319,,,,undried,neuscat
320,,,,washed,spălat
322,L09_19,antonyms - gradable,energetic,,energic
323,,,,lethargic,letargic
324,,,,unergetic,neenergetic
325,,,,dazed,năucit
326,,,,foggy,încețoșat
327,,,,groggy,amețit
328,,,,logy,lent
329,,,,stuporous,stuporos
330,,,,dreamy,visător
331,,,,lackadaisical,apatic
332,,,,languid,languros
333,,,,languorous,DUPLICATE_languros
334,,,,listless,DUPLICATE_apatic
335,,,,inactive,inactiv
337,L09_20,antonyms - gradable,familiar,,familiar
338,,,,unfamiliar,nefamiliar
339,,,,strange,straniu
340,,,,unknown,necunoscut
341,,,,unacquainted,nefamiliarizat
342,,,,foreign,străin
344,L09_21,antonyms - gradable,fat,,gras
345,,,,thin,subțire
346,,,,lean,uscățiv
347,,,,anorexic,anorexic
348,,,,anorectic,DUPLICATE_anorexic
349,,,,bony,osos
350,,,,cadaverous,cadaveric
351,,,,emaciated,slăbit
352,,,,gaunt,sfrijit
353,,,,haggard,tras_la_față
354,,,,pinched,tras
355,,,,skeletal,scheletic
356,,,,wasted,pierdut
357,,,,deep-eyed,cu_ochi_adânci
358,,,,hollow-eyed,cu_ochii_duși_în_fundul_capului
359,,,,sunken-eyed,cu_ochi_scufundati
360,,,,gangling,slăbănog
361,,,,gangly,DUPLICATE_slăbănog
362,,,,lanky,DUPLICATE_slăbănog
363,,,,lank,deșirat
364,,,,spindly,constituție_slabă
365,,,,rawboned,ciolănos
366,,,,reedy,mlădios_ca_o_trestie
367,,,,reedlike,ca_trestia
368,,,,twiggy,crenguță
369,,,,twiglike,ca_o_crenguță
370,,,,scarecrowish,sperietoare
371,,,,scraggy,costeliv
372,,,,boney,DUPLICATE_osos
373,,,,scrawny,DUPLICATE_sfrijit
374,,,,skinny,slab
375,,,,underweight,subponderal
376,,,,weedy,buruienos
377,,,,shriveled,scorojit
378,,,,shrivelled,DUPLICATE_scorojit
379,,,,shrunken,stafidit
380,,,,withered,ofilit
381,,,,wizen,DUPLICATE_uscățiv
382,,,,wizened,DUPLICATE_uscățiv
383,,,,slender,DUPLICATE_subțire
384,,,,slight,ușor
385,,,,slim,suplu
386,,,,svelte,zvelt
387,,,,slender-waisted,cu_talie_zveltă
388,,,,slim-waisted,cu_talie_subțire
389,,,,wasp-waisted,cu_talie_de_viespe
390,,,,spare,frugal
391,,,,trim,a_tunde
392,,,,spindle-legged,cu_picior_de_fus
393,,,,spindle-shanked,cu_tijă_de_fus
394,,,,stringy,DUPLICATE_lank
395,,,,wiry,sârmos
396,,,,wisplike,NO_TRANSLATION
397,,,,wispy,firav
399,L09_22,antonyms - gradable,full,,plin
400,,,,empty,gol
401,,,,bare,sterp
402,,,,stripped,dezbrăcat
403,,,,blank,lipsit_de_conținut
404,,,,clean,curat
405,,,,white,alb
406,,,,empty-handed,cu_mâinile_goale
407,,,,glassy,sticlos
408,,,,glazed,lustruit
409,,,,lifeless,lipsit_de_viață
410,,,,looted,jefuit
411,,,,pillaged,prădat
412,,,,plundered,DUPLICATE_jefuit
413,,,,ransacked,cotrobăit
414,,,,vacant,vacant
415,,,,vacuous,vid
416,,,,void,lipsă
418,L09_23,antonyms - gradable,gaseous,,gazos
419,,,,solid,solid
420,,,,hard,tare
421,,,,coagulated,coagulat
422,,,,solidified,solidificat
423,,,,concrete,beton
424,,,,congealed,congelat
425,,,,jelled,NO_TRANSLATION
426,,,,jellied,făcut_jeleu
427,,,,dry,uscat
428,,,,semisolid,semisolid
429,,,,solid-state,stare_solidă
431,L09_24,antonyms - gradable,generous,,generos
432,,,,stingy,zgârcit
433,,,,beggarly,mizer
434,,,,mean,rău
435,,,,cheap,ieftin
436,,,,chinchy,NO_TRANSLATION
437,,,,chintzy,demodat
438,,,,cheeseparing,zgârcenie
439,,,,close,încetare
440,,,,near,apropiat
441,,,,penny-pinching,ciupit_de_bănuți
442,,,,skinny,sărăcăcios
443,,,,closefisted,cu_pumnul_închis
444,,,,hardfisted,cu_pumnul_tare
445,,,,tightfisted,cu_pumnul_strâns
446,,,,grudging,cu_zgârcenie
447,,,,niggardly,avar
448,,,,scrimy,dezgustător
449,,,,mingy,calic
450,,,,miserly,DUPLICATE_zgârcit
451,,,,tight,DUPLICATE_zgârcit
452,,,,parsimonious,econom
453,,,,penurious,DUPLICATE_avar
454,,,,selfish,egoist
455,,,,uncharitable,nemilos
456,,,,ungenerous,negeneros
457,,,,meanspirited,meschin
459,L09_25,antonyms - gradable,happy,,fericit
460,,,,sad,trist
461,,,,bittersweet,dulce_amarui
462,,,,doleful,îndolitor
463,,,,mournful,jale
464,,,,heavyhearted,cu_inima_grea
465,,,,melancholy,melancolie
466,,,,melancholic,melancolic
467,,,,pensive,meditativ
468,,,,wistful,dornic
469,,,,tragic,tragic
470,,,,tragical,tragica
471,,,,tragicomic,tragicomic
472,,,,tragicomical,tragicomică
473,,,,deplorable,deplorabil
474,,,,distressing,dureros
475,,,,lamentable,lamentabil
476,,,,pitiful,jalnic
477,,,,sorry,scuze
479,L09_26,antonyms - gradable,hard,,tare
480,,,,soft,moale
481,,,,mellow,suav
482,,,,brushed,periat
483,,,,fleecy,lânos
484,,,,napped,NO_TRANSLATION
485,,,,cheeselike,brânzos
486,,,,compressible,compresibil
487,,,,squeezable,maleabil
488,,,,cottony,ca_de_bumbac
489,,,,cushioned,amortizat
490,,,,cushiony,moale_ca_o_pernă
491,,,,padded,căptușit
492,,,,demulcent,emollient
493,,,,emollient,DUPLICATE_emollient
494,,,,salving,DUPLICATE_emollient
495,,,,softening,DUPLICATE_emollient
496,,,,downy,pufos
497,,,,downlike,DUPLICATE_NO_TRANSLATION
498,,,,flossy,mătăsos
499,,,,fluffy,DUPLICATE_pufos
500,,,,flaccid,moleșit
501,,,,flocculent,floculant
502,,,,woolly,DUPLICATE_lânos
503,,,,wooly,DUPLICATE_lânos
504,,,,yielding,cedare
505,,,,mushy,poros
506,,,,overstuffed,supraumplut
507,,,,softish,cam_moale
508,,,,semisoft,semi_moale
509,,,,spongy,buretos
510,,,,squashy,păstos
511,,,,squishy,fleșcăit
512,,,,spongelike,ca_un_burete
513,,,,velvet,catifea
514,,,,velvety,catifelat
516,L09_27,antonyms - gradable,hot,,fierbinte
517,,,,cold,rece
518,,,,chilly,răcoros
519,,,,frosty,înghețat
520,,,,cool,nici_cald_nici_rece
521,,,,frigid,frigid
523,L09_28,antonyms - gradable,interesting,,interesant
524,,,,uninteresting,neinteresant
525,,,,dull,plictisitor
526,,,,boring,DUPLICATE_plictisitor
527,,,,deadening,matisare
528,,,,ho-hum,fără_haz
529,,,,irksome,enervant
530,,,,slow,încet
531,,,,tedious,anost
532,,,,tiresome,obositor
533,,,,wearisome,monoton
534,,,,insipid,insipid
535,,,,jejune,pueril
536,,,,narcotic,narcotic
537,,,,soporiferous,soporific
538,,,,soporific,DUPLICATE_soporific
539,,,,prosaic,prozaic
540,,,,prosy,DUPLICATE_prozaic
541,,,,earthbound,lumesc
542,,,,ponderous,greoi
543,,,,putdownable,NO_TRANSLATION
544,,,,unexciting,neincitant
545,,,,unstimulating,nestimulant
547,L09_29,antonyms - gradable,introvert,,introvert
548,,,,extravert,extrovert
549,,,,extrovert,DUPLICATE_extrovert
550,,,,outgoing,sociabil
551,,,,extroverted,extravertit
552,,,,forthcoming,DUPLICATE_extrovertit
553,,,,sociable,DUPLICATE_extrovertit
555,L09_30,antonyms - gradable,large,,mare
556,,,,small,mic
557,,,,little,puțin
558,,,,atomic,atomic
559,,,,subatomic,subatomic
560,,,,bantam,om_mic_de_statură
561,,,,diminutive,diminutiv
562,,,,lilliputian,liliputan
563,,,,midget,pitic
564,,,,petite,minion
565,,,,tiny,minuscul
566,,,,flyspeck,cât_un_stop_de_muscă
567,,,,bitty,micuț
568,,,,bittie,NO_TRANSLATION
569,,,,teensy,DUPLICATE_minuscul
570,,,,teentsy,DUPLICATE_NO_TRANSLATION
571,,,,teeny,DUPLICATE_minuscul
572,,,,wee,mititel
573,,,,weeny,DUPLICATE_minuscul
574,,,,weensy,DUPLICATE_micuț
575,,,,teensy-weensy,DUPLICATE_NO_TRANSLATION
576,,,,teeny-weeny,foarte_minuscul
577,,,,itty-bitty,extrem_de_mic
578,,,,itsy-bitsy,mic_de_tot
579,,,,dinky,drăgălășenie_mica
580,,,,dwarfish,DUPLICATE_pitic
581,,,,elfin,spiriduș
582,,,,elflike,DUPLICATE_spiriduș
583,,,,gnomish,creatură_mică_deformată
584,,,,half-size,jumătate_de_mărime
585,,,,infinitesimal,infinitezimal
586,,,,minute,DUPLICATE_minuscul
587,,,,lesser,mai_puțin
588,,,,microscopic,microscopic
589,,,,microscopical,DUPLICATE_microscopic
590,,,,micro,micro
591,,,,miniature,miniatură
592,,,,minuscule,DUPLICATE_minuscul
593,,,,miniscule,DUPLICATE_minuscul
594,,,,olive-sized,de_mărimea_măslinei
595,,,,pocket-size,mărime_de_buzunar
596,,,,pocket-sized,de_mărimea_buzunarului
597,,,,pocketable,de_buzunar
598,,,,puny,firav
599,,,,runty,încetinit_anormal_în_creștere
600,,,,shrimpy,de_mărime_inferioară
601,,,,slender,fragil
602,,,,slim,subțire
603,,,,smaller,mai_mic
604,,,,littler,DUPLICATE_mai_mic
605,,,,smallish,destul_de_mic
606,,,,small-scale,scară_mică
607,,,,undersize,subdimensionare
608,,,,undersized,subdimensionat
610,L09_31,antonyms - gradable,long,,lung
611,,,,short,scurt
612,,,,abbreviated,abreviat
613,,,,shortened,scurtat
614,,,,truncated,trunchiat
615,,,,brief,concis
616,,,,clipped,decupat
617,,,,fleeting,fugar
618,,,,fugitive,DUPLICATE_fugar
619,,,,momentaneous,momentan
620,,,,momentary,de_moment
621,,,,short_and_sweet,scurt_și_cuprinzător
622,,,,short-dated,pe_termen_scurt
623,,,,short-range,cu_rază_mică_de_acțiune
624,,,,short-run,incomplet
625,,,,short-term,DUPLICATE_pe_termen_scurt
626,,,,close,apropiat
627,,,,curtal,NO_TRANSLATION
628,,,,sawed-off,scund
629,,,,sawn-off,tăiat
630,,,,shortish,scurtă
631,,,,short-snouted,lipsit_de_lungime
632,,,,snub,nod_într-o_scândură
633,,,,stubby,mic_și_îndesat
634,,,,telescoped,DUPLICATE_scurtat
635,,,,truncate,DUPLICATE_trunchiat
636,,,,chunky,DUPLICATE_mic_și_îndesat
637,,,,dumpy,DUPLICATE_mic_și_îndesat
638,,,,low-set,scurt_și_gros
639,,,,squat,îndesat
640,,,,squatty,cam_îndesat
641,,,,stumpy,butucănos
642,,,,compact,compat
643,,,,heavyset,DUPLICATE_butucănos
644,,,,stocky,DUPLICATE_îndesat
645,,,,thick,gros
646,,,,thickset,DUPLICATE_îndesat
647,,,,half-length,jumătate_de_lungime
648,,,,pint-size,minuscul
649,,,,pint-sized,DUPLICATE_minuscul
650,,,,runty,pipernicit
651,,,,short-stalked,cu_tulpină_scurtă
652,,,,squab,bondoc
653,,,,squabby,DUPLICATE_bondoc
655,L09_32,antonyms - gradable,lumpy,,plin_de_cocoloașe
656,,,,flat,flat
657,,,,level,plan
658,,,,plane,DUPLICATE_plan
659,,,,even,neted
661,L09_33,antonyms - gradable,noisy,,zgomotos
662,,,,silent,silențios
663,,,,uncommunicative,necomunicativ
664,,,,dumb,tăcut
665,,,,mute,mut
666,,,,inarticulate,incoerent
667,,,,unarticulate,nearticulat
669,L09_34,antonyms - gradable,normal,,normal
670,,,,abnormal,anormal
671,,,,aberrant,aberant
672,,,,deviant,deviant
673,,,,deviate,abatere_de_la_valoarea_medie
674,,,,anomalous,DUPLICATE_anormal
675,,,,antidromic,antidromic
676,,,,atypical,atipic
677,,,,irregular,iregular
678,,,,brachydactylic,brahidactilic
679,,,,brachydactylous,brahidactilă
680,,,,defective,defect
681,,,,freakish,ciudat
682,,,,kinky,pervers
683,,,,perverted,pervertit
684,,,,subnormal,subnormal
685,,,,supernormal,supranormal
686,,,,vicarious,vicariu
687,,,,unusual,neobișnuit
688,,,,exceptional,excepțional
689,,,,insane,nebun
690,,,,unnatural,nefiresc
692,L09_35,antonyms - gradable,organized,,organizat
693,,,,unorganized,neorganizat
694,,,,unstructured,nestructurat
695,,,,uncoordinated,necoordonat
696,,,,unformed,neformat
697,,,,unincorporated,neîncorporat
699,L09_36,antonyms - gradable,pale,,palid
700,,,,tanned,bronzat
701,,,,bronzed,DUPLICATE_bronzat
702,,,,suntanned,DUPLICATE_bronzat
703,,,,brunet,brunet
704,,,,brunette,brunetă
706,L09_37,antonyms - gradable,rich,,bogat
707,,,,poor,sărac
708,,,,broke,ruinat
709,,,,bust,vagabond
710,,,,skint,fără_bani
711,,,,stone-broke,lefter
712,,,,stony-broke,DUPLICATE_lefter
713,,,,destitute,fără_mijloace
714,,,,impoverished,sărăcit
715,,,,indigent,sărman
716,,,,necessitous,strâmtorat
717,,,,needy,nevoiaș
718,,,,poverty-stricken,sărăcăcios
719,,,,hard_up,DUPLICATE_fără_bani
720,,,,impecunious,DUPLICATE_sărac
721,,,,penniless,DUPLICATE_fără_bani
722,,,,penurious,zgârcit
723,,,,pinched,DUPLICATE_strâmtorat
724,,,,moneyless,DUPLICATE_fără_bani
725,,,,unprovided,neaprovizionat
727,L09_38,antonyms - gradable,sane,,sănătos_la_minte
728,,,,crazy,nebun
729,,,,loony,dement
730,,,,looney,NO_TRANSLATION
731,,,,nutcase,DUPLICATE_nebun
732,,,,weirdo,ciudat
733,,,,mad,smintit
734,,,,insane,dus_cu_pluta
736,L09_39,antonyms - gradable,short,,scurt
737,,,,tall,înalt
738,,,,gangling,deșirat
739,,,,gangly,bălălău
740,,,,lanky,DUPLICATE_deșirat
741,,,,rangy,întins
742,,,,height,înălțime
743,,,,leggy,cu_picioare_lungi
744,,,,long-legged,DUPLICATE_cu_picioare_lungi
745,,,,long-shanked,DUPLICATE_cu_picioare_lungi
746,,,,tall-growing,NO_TRANSLATION
747,,,,long,lung
748,,,,long-stalked,DUPLICATE_NO_TRANSLATION
749,,,,tall-stalked,DUPLICATE_NO_TRANSLATION
750,,,,stately,impunător
751,,,,statuesque,statuar
752,,,,tallish,înăltuț
754,L09_40,antonyms - gradable,simple,,simplu
755,,,,difficult,dificil
756,,,,challenging,provocator
757,,,,hard,greu
758,,,,complicated,complicat
759,,,,demanding,exigent
760,,,,daunting,descurajant
761,,,,taxing,impunere
763,L09_41,antonyms - gradable,sincere,,sincer
764,,,,insincere,nesincer
765,,,,bootlicking,lingușitor
766,,,,fawning,servil
767,,,,obsequious,supus
768,,,,sycophantic,DUPLICATE_lingușitor
769,,,,toadyish,DUPLICATE_lingușitor
770,,,,buttery,DUPLICATE_lingușitor
771,,,,fulsome,dezgustător
772,,,,oily,onctuos
773,,,,oleaginous,oleaginos
774,,,,smarmy,slugarnic
775,,,,soapy,DUPLICATE_lingușitor
776,,,,unctuous,DUPLICATE_lingușitor
777,,,,dissimulative,disimulativ
778,,,,False,FALS
779,,,,feigned,fictiv
780,,,,gilded,înfrumusețat
781,,,,meretricious,de_fațadă
782,,,,specious,amăgitor
783,,,,hypocritical,ipocrit
784,,,,plausible,plauzibil
785,,,,counterfeit,contrafăcut
786,,,,imitative,imitativ
787,,,,dishonest,necinstit
788,,,,dishonorable,dezonorant
789,,,,disingenuous,DUPLICATE_necinstit
790,,,,artful,artificial
791,,,,unreal,ireal
793,L09_42,antonyms - gradable,slow,,încet
794,,,,fast,rapid
795,,,,quick,agil
796,,,,accelerated,accelerat
797,,,,alacritous,diligent
798,,,,blistering,torid
799,,,,hot,arzând
800,,,,red-hot,incandescent
801,,,,double-quick,foarte_agil
802,,,,express,expres
803,,,,fast-breaking,brusc
804,,,,fast-paced,ritm_rapid
805,,,,fleet,iute
806,,,,swift,grabnic
807,,,,high-speed,viteză_înaltă
808,,,,high-velocity,de_mare_viteză
809,,,,hurrying,grăbindu-se
810,,,,scurrying,DUPLICATE_grăbindu-se
811,,,,immediate,imediat
812,,,,prompt,prompt
813,,,,straightaway,DUPLICATE_imediat
814,,,,instantaneous,instantaneu
815,,,,instant,instant
816,,,,meteoric,meteoric
817,,,,speedy,DUPLICATE_rapid
818,,,,rapid,DUPLICATE_rapid
819,,,,winged,înaripat
820,,,,windy,vântos
822,L09_43,antonyms - gradable,sweet,,dulce
823,,,,sour,acru
824,,,,acerb,acerb
825,,,,acerbic,DUPLICATE_acerb
826,,,,astringent,astringent
827,,,,acetose,acetoza
828,,,,acetous,acetos
829,,,,vinegary,acetic
830,,,,vinegarish,DUPLICATE_acru
831,,,,acidic,acidic
832,,,,acid,acid
833,,,,acidulent,caustic
834,,,,acidulous,DUPLICATE_caustic
835,,,,lemony,(ca)_de_lămâie
836,,,,lemonlike,NO_TRANSLATION
837,,,,sourish,acrișor
838,,,,tangy,condimentat
839,,,,tart,înțepător
840,,,,subacid,slab_acid
841,,,,bitter,amar
843,L09_44,antonyms - gradable,tasty,,gustos
844,,,,tasteless,fad
845,,,,bland,searbăd
846,,,,flat,anost
847,,,,flavorless,fără_aromă
848,,,,flavourless,DUPLICATE_fără_aromă
849,,,,insipid,insipid
850,,,,savorless,sălciu
851,,,,savourless,DUPLICATE_sălciu
852,,,,vapid,estompat
853,,,,unflavored,nearomatizat
854,,,,unflavoured,DUPLICATE_nearomatizat
855,,,,nonflavored,DUPLICATE_nearomatizat
856,,,,nonflavoured,DUPLICATE_nearomatizat
857,,,,unsalted,nesărat
858,,,,unseasoned,neasezonat
859,,,,unappetizing,neapetisant
860,,,,unappetising,DUPLICATE_neapetisant
861,,,,unpalatable,neplăcut
