,ID,Relation,Source,Target,RO
67,,,,four-poster,pat_cu_baldachin
68,,,,hammock,hamac
69,,,,sack,sac_de_dormit
70,,,,marriage_bed,pat_matrimonial
71,,,,murphy,barabulă
72,,,,plank-bed,pat_scânduri
73,,,,platform,platformă
74,,,,sickbed,pat_de_bolnav
75,,,,single_bed,pat_de_o_singură_persoană
76,,,,sleigh,sanie
77,,,,trundle,cărucior
78,,,,truckle,pat_de_rotile
79,,,,twin,paturi_alăturate
80,,,,water,saltea_cu_apă
81,,,,semi-double,pat_semidublu
82,,,,semidouble,DUPLICATE_pat_semidublu
84,L03_4,hyponyms - misc,boat,,barcă
85,,,,ferry,feribot
86,,,,ark,arcă
87,,,,barge,barcă_de_agrement
88,,,,flatboat,pletină
89,,,,hoy,şalupă_comercială
90,,,,lighter,şlep
91,,,,bumboat,barcă_de_provizii
92,,,,canal_boat,navă_de_canal
93,,,,narrow_boat,luntre_îngustă
94,,,,narrowboat,DUPLICATE_luntre_îngustă
95,,,,ferryboat,DUPLICATE_feribot
96,,,,fireboat,navă_de_stins_incendiul
97,,,,gondola,gondolă
98,,,,guard_boat,şalupă_din_paza_de_coastă
99,,,,gunboat,canonieră
100,,,,junk,deşeuri
101,,,,longboat,barcă_de_transport
102,,,,lugger,navă_cu_vele_la_treime
103,,,,mackinaw,mackinaw
104,,,,mailboat,navă_poştală
105,,,,mail,poștă
106,,,,packet,balot
107,,,,motorboat,motonavă
108,,,,powerboat,barcă_cu_motor
109,,,,pilot,pilot
110,,,,police,poliție
111,,,,punt,şalandă_mică
112,,,,river_boat,vas_fluvial
113,,,,scow,gabară
114,,,,sea_boat,navă_maritimă
115,,,,small_boat,barcă_mică
116,,,,steamboat,barcă_cu_aburi
117,,,,surfboat,barcă_de_surf
118,,,,tender_boat,șalopă_mică_de_serviciu
119,,,,pinnace,barcă_de_serviciu
120,,,,cutter_boat,cutter
121,,,,tugboat,remorcher
122,,,,tug,DUPLICATE_remorcher
123,,,,towboat,DUPLICATE_remorcher
124,,,,tower_boat,NO_TRANSLATION
125,,,,yacht,iaht
126,,,,sail,corabie_cu_pânze
127,,,,row,canotaj
128,,,,canoe,canoe
129,,,,kayak,caiac
130,,,,paddle,padelă
131,,,,paddle_boat,navă_cu_zbaturi
133,L03_5,hyponyms - misc,book,,carte
134,,,,paperback,NO_TRANSLATION
135,,,,album,album
136,,,,folio,coală
137,,,,hardback,carte_cartonată
138,,,,hardcover,DUPLICATE_carte_cartonată
139,,,,journal,jurnal
140,,,,novel,roman
141,,,,order,ordin
142,,,,paper-back,DUPLICATE_NO_TRANSLATION
143,,,,softback,DUPLICATE_NO_TRANSLATION
144,,,,soft-cover,DUPLICATE_NO_TRANSLATION
145,,,,picture,imagine
146,,,,sketchbook,caiet_de_schițe
147,,,,sketch,schiță
148,,,,notebook,caiet
150,L03_6,hyponyms - misc,brush,,perie
151,,,,toothbrush,periuţă_de_dinţi
152,,,,bottlebrush,perie_pentru_sticle
153,,,,bristle,fibră_uscată
154,,,,clothesbrush,perie_de_haine
155,,,,hairbrush,perie_de_păr
156,,,,nailbrush,perie_de_unghii
157,,,,paintbrush,pensulă
158,,,,sable,samur
159,,,,scrub,perie_aspră
160,,,,scrubbing,spălare
161,,,,scrubber,DUPLICATE_perie_aspră
162,,,,shaving_brush,pămătuf_de_bărbierit
164,L03_7,hyponyms - misc,burger,,burger
165,,,,hamburger,hamburger
166,,,,cheeseburger,cheeseburger
167,,,,50,50
168,,,,50_burger,50_de_burgers
169,,,,angus_burger,burger_din_angus
170,,,,banquet_burger,burger_baghetă
171,,,,barbecue_burger,burger_la_grătar
172,,,,bøfsandwich,NO_TRANSLATION
173,,,,utter_burge,DUPLICATE_NO_TRANSLATION
174,,,,buffalo_burger,burger_de_bivol
175,,,,california_burger,burger_California
176,,,,chili_burger,burger_cu_chili
177,,,,curry_burger,burger_cu_curry
178,,,,hamdog,hamdog
179,,,,salmon_burger,burger_cu_somon
180,,,,rice_burger,burger_cu_orez
181,,,,veggie_burger,burger_vegetal
183,L03_8,hyponyms - misc,camera,,aparat_de_fotografiat
184,,,,camcorder,cameră_video_portabilă
185,,,,box_camera,aparat_fotografic-cutie
186,,,,box_kodak,aparat_cutie_Kodac
187,,,,candid_camera,aparat_de_fotografiat_miniatural
188,,,,digital_camera,cameră_digitală
189,,,,flash_camera,cameră_bliț
190,,,,motion-picture_camera,cameră_de_filmare
191,,,,movie_camera,cameră_de_filmat
192,,,,cine-camera,DUPLICATE_cameră_de_filmat
193,,,,point-and-shoot_camera,aparat_foto_compact
194,,,,point-and-shoot,arătați_și_fotografiați
195,,,,polaroid_camera,cameră_polaroid
196,,,,polaroid_land_camera,DUPLICATE_cameră_polaroid
197,,,,polaroid,polaroid
198,,,,portrait_camera,aparat_de_fotografiat_portret
199,,,,reflex_camera,aparat_fotografic_reflex
200,,,,webcam,cameră_web
201,,,,webcamera,DUPLICATE_cameră_web
202,,,,sound_camera,cameră_de_sunet
204,L03_9,hyponyms - misc,candy,,bomboană
205,,,,lollipop,acadea
206,,,,candy_bar,baton_de_bomboane
207,,,,carob_bar,baton_de_roșcove
208,,,,hard_candy,drops
209,,,,brandyball,bomboană_cu_rachiu
210,,,,patty,turtiţă
211,,,,bonbon,DUPLICATE_bomboană
212,,,,brittle,nougatine
213,,,,toffee,bomboană_de_pralină
214,,,,toffy,DUPLICATE_bomboană_de_pralină
215,,,,butterscotch,caramel
216,,,,candy_cane,DUPLICATE_acadea
217,,,,candy_corn,bomboane_porumb
218,,,,caramel,DUPLICATE_caramel
219,,,,cotton_candy,vată_de_zahăr
220,,,,spun_sugar,NO_TRANSLATION
221,,,,candyfloss,vată_pe_băț
222,,,,dragee,drajeu
223,,,,fondant,fondantă
224,,,,fudge,ciocolată_caramel
225,,,,gumdrop,jeleu_gumat
226,,,,honey_crisp,DUPLICATE_NO_TRANSLATION
227,,,,mint,mentă
228,,,,mint_candy,bomboane_de_mentă
229,,,,horehound,drajeu_de_tuse_cu_suc_de_voronic
230,,,,jelly_bean,jeleuri
231,,,,jelly_egg,jeleu_ou
232,,,,kiss,kiss
233,,,,candy_kiss,bomboană_kiss
234,,,,licorice,lemn_dulce
235,,,,liquorice,DUPLICATE_lemn_dulce
236,,,,life_saver,DUPLICATE_NO_TRANSLATION
237,,,,sucker,DUPLICATE_acadea
238,,,,all-day_sucker,DUPLICATE_acadea
239,,,,lozenge,pastilă
240,,,,marshmallow,bezea
241,,,,marzipan,marțipan
242,,,,marchpane,DUPLICATE_marțipan
243,,,,nougat,nuga
244,,,,nougat_bar,baton_de_nuga
245,,,,nut_bar,baton_cu_nuci
246,,,,peanut_bar,baton_de_arahide
247,,,,popcorn_ball,bingiuțe_de_popcorn
248,,,,praline,praline
249,,,,rock_candy,candel_de_gheaţă
250,,,,rock,DUPLICATE_acadea
251,,,,sugar_candy,candel
252,,,,sugarplum,bilă_de_zahăr
253,,,,taffy,DUPLICATE_toffee
254,,,,truffle,trufe
255,,,,chocolate_truffle,trufe_de_ciocolată
256,,,,turkish_delight,rahat
257,,,,easter_egg,ou_de_Paşte
259,L03_10,hyponyms - misc,car,,mașină
260,,,,limousine,limuzină
261,,,,convertible,mașină_decapotabilă
262,,,,ambulance,ambulanță
263,,,,beach,ţărm
264,,,,wagon,autocamion
265,,,,station,stație
266,,,,estate,proprietate
267,,,,waggon,DUPLICATE_autocamion
268,,,,bus,autobuz
269,,,,jalopy,rablă
270,,,,heap,hârb
271,,,,cab,taxi
272,,,,hack,birjă
273,,,,taxi,DUPLICATE_taxi
274,,,,taxicab,DUPLICATE_taxi
275,,,,compact,compact
276,,,,coupe,cupeu
277,,,,cruiser,crucişător
278,,,,police,poliție
279,,,,patrol,patrulă
280,,,,prowl,maşină_a_poliţiei
281,,,,squad,pluton
282,,,,electric,electric
283,,,,hardtop,hardtop
284,,,,hatchback,hatchback
285,,,,hot-rod,automobil_recondiţionat
286,,,,jeep,jeep
287,,,,landrover,landrover
288,,,,limo,DUPLICATE_limuzină
289,,,,loaner,autoturism_împrumutat
290,,,,minicar,autovehicul_de_dimensiuni_mici
291,,,,minivan,dubiță
292,,,,model,model
293,,,,pace,viteză
294,,,,racer,maşină_de_curse
295,,,,race,competiţie
296,,,,racing,demaraj
297,,,,roadster,roadster
298,,,,runabout,automobil_mic
299,,,,two-seater,automobil_cu_două_locuri
300,,,,sedan,berlină
301,,,,saloon,DUPLICATE_berlină
302,,,,sports,sport
303,,,,sport,concurs_sportiv
304,,,,suv,SUV
305,,,,stanley,NO_TRANSLATION
306,,,,steamer,navă_cu_abur
307,,,,stock,parc_de_maşini
308,,,,subcompact,subcompact
309,,,,touring,turism
310,,,,tourer,autoturism
311,,,,used,folosit
312,,,,secondhand,secondhand
314,L03_11,hyponyms - misc,church,,biserică
315,,,,chapel,capelă
316,,,,abbey,abaţie
317,,,,basilica,bazilica
318,,,,cathedral,catedrală
319,,,,duomo,DUPLICATE_catedrală
320,,,,kirk,DUPLICATE_biserică
322,L03_12,hyponyms - misc,citrus,,citrus
323,,,,lemon,lămâie
324,,,,orange,portocală
325,,,,lime,lime
326,,,,mandarin,mandarină
327,,,,tangerine,tangerine
328,,,,yuzu,yuzu
330,L03_13,hyponyms - misc,cloud,,nor
331,,,,thundercloud,nor_de_furtună
332,,,,cirrocumulus,cirrocumulus
333,,,,cirrostratus,cirrostratus
334,,,,cirrus,cirrus
335,,,,contrail,NO_TRANSLATION
336,,,,condensation,condensare
337,,,,trail,traseu
338,,,,cumulonimbus,cumulonimbus
339,,,,cumulus,cumulus
340,,,,nacreous,sidef
341,,,,nebule,nebulă
342,,,,nimbus,nimbus
343,,,,rain,ploaie
344,,,,storm,furtună
345,,,,stratus,stratus
346,,,,mushroom,ciupercă
347,,,,smoke,sum
349,L03_14,hyponyms - misc,collar,,guler
350,,,,choker,guler_tare
351,,,,ruff,guler_încrețit
352,,,,ruffle,manșetă_gofrată_din_dantelă
353,,,,clerical,haină_preoțească
354,,,,roman_collar,guler_roman
355,,,,dog_collar,zgardă
356,,,,eton_collar,NO_TRANSLATION
357,,,,rabato_collar,guler_rabato
358,,,,rebato_collar,DUPLIACATE_guler_rabato
359,,,,turtleneck,helancă
360,,,,polo-neck,tricou_polo
361,,,,neckpiece,guler_de_blană
363,L03_15,hyponyms - misc,color,,culoare
364,,,,white,alb
365,,,,black,negru
366,,,,blue,albastru
367,,,,green,verde
368,,,,red,roșu
369,,,,yello,galben
370,,,,orange,portocaliu
371,,,,vermilion,roșu_aprins
372,,,,amber,chihlimbar
373,,,,chartreuse,verde_galben
374,,,,teal,turcoaz
375,,,,violet,violet
376,,,,magenta,magenta
377,,,,rose,trandafiriu
378,,,,azure,albastrul_cerului
379,,,,cyan,azuriu
380,,,,indigo,indigo
381,,,,purple,purpuriu
382,,,,brown,maro
385,L03_16,hyponyms - misc,computer,,calculator
386,,,,laptop,laptop
387,,,,desktop,calculator_personal
388,,,,tablet,tabletă
389,,,,smartphone,smartphone
390,,,,supercomputer,supercalculator
391,,,,iphone,iphone
392,,,,ipad,ipad
394,L03_17,hyponyms - misc,container,,recipeint
395,,,,bag,sac
396,,,,handbag,geantă
397,,,,pocketbook,carnețel_de_buzunar
398,,,,purse,potmoneu
399,,,,basket,coș
400,,,,handbasket,coș_de_mână
401,,,,bin,ladă_de_gunoi
402,,,,bowl,castron
403,,,,pipe,țeavă
404,,,,box,casetă
405,,,,bread-bin,coș_de_pâine
406,,,,breadbox,DUPLICATE_coș_de_pâine
407,,,,bunker,siloz
408,,,,can,cutie
409,,,,tin,bidon
410,,,,canister,canistră
411,,,,cannister,DUPLICATE_canistră
412,,,,capsule,capsulă
413,,,,cargo,marfă
414,,,,case,carcasă
415,,,,display,afișaj
416,,,,showcase,model
417,,,,vitrine,vitrină
418,,,,cassette,DUPLICATE_casetă
419,,,,cup,cană
420,,,,cylinder,cilindru
421,,,,dice,zar
422,,,,dish,fel_de_mâncare
423,,,,dispenser,dozator
424,,,,drawer,sertar
425,,,,dumpster,tomberon
426,,,,empty,gol
427,,,,envelope,plic
428,,,,glass,geam
429,,,,bottle,sticlă
430,,,,mailer,NO_TRANSLATION
431,,,,manger,iesle
432,,,,trough,jgheab
433,,,,measure,măsurătoare
434,,,,mold,matriță
435,,,,mould,șablon
436,,,,cast,cofraj
437,,,,package,pachet
438,,,,parcel,parcelă
439,,,,pan,cuvă
440,,,,pod,săculeț
441,,,,pot,oală
442,,,,flowerpot,ghiveci
443,,,,flask,ploscă
444,,,,receptacle,bazin
445,,,,reliquary,relicvariu
446,,,,saltcellar,solniță
447,,,,savings,agoniseală
448,,,,bank,bancă
449,,,,coin,monedă
450,,,,money,bani
451,,,,scuttle,torpedo
452,,,,coal,cărbune
453,,,,shaker,sită_oscilantă
454,,,,spoon,lingură
455,,,,thimble,degetar
456,,,,vessel,vas
457,,,,waste-paper,deșeuri_de_hârtie
458,,,,wastebasket,coș_de_gunoi
459,,,,waste,deșeu
460,,,,file,fișier
461,,,,workbasket,coș_de_scule
462,,,,workbox,cutie_cu_scule
463,,,,workbag,gentă_cu_scule
465,L03_18,hyponyms - misc,cookware,,vase_de_bucătărie
466,,,,pot,oală
467,,,,baster,NO_TRANSLATION
468,,,,chafing,făraș
469,,,,dish,fel_de_mâncare
470,,,,cooker,oală_de_gătit
471,,,,sheet,așternut
472,,,,tray,tavă
473,,,,enamelware,DUPLICATE_NO_TRANSLATION
474,,,,grid,grilaj
475,,,,gridiron,grătar
476,,,,griddle,ciur
477,,,,pan,tigaie
478,,,,poacher,tigaie_pentru_ochiuri
479,,,,skimmer,spumieră
480,,,,steamer,vaporizator
481,,,,turner,rotisor
483,L03_19,hyponyms - misc,cup,,cană
484,,,,teacup,ceașcă
485,,,,beaker,pahar_de_laborator
486,,,,chalice,potir
487,,,,goblet,cupă
488,,,,coffee_cup,ceașcă_de_cafea
489,,,,dixie,cazan
490,,,,paper_cup,pahar_de_hărtie
491,,,,grace,grație
492,,,,kylix,NO_TRANSLATION
493,,,,cylix,DUPLICATE_NO_TRANSLATION
494,,,,mustache_cup,DUPLICATE_NO_TRANSLATION
495,,,,moustache_cup,DUPLICATE_NO_TRANSLATION
496,,,,scyphus,DUPLICATE_NO_TRANSLATION
497,,,,grail,pocal
499,L03_20,hyponyms - misc,cushion,,pernă_de_divan
500,,,,pincushion,pernă_pentru_ace
501,,,,pillow,pernă
502,,,,air,aer
503,,,,inflatable,gonflabil
504,,,,gaddi,NO_TRANSLATION
505,,,,hassock,pernită_pentru_rugăciune
506,,,,headrest,tatieră
507,,,,seat,loc_de_șezut
509,L03_21,hyponyms - misc,cutlery,,tacâmuri
510,,,,knife,cuțit
511,,,,fork,furculiță
512,,,,spoon,lingură
513,,,,tablefork,DUPLICATE_furculiță
514,,,,teaspoon,linguriță
515,,,,dessert_spoon,linguruță_pentru_desert
516,,,,salad_fork,furculiță_pentru_salată
517,,,,carving_fork,furculiță_pentru_carne
519,L03_22,hyponyms - misc,dessert,,desert
520,,,,cake,chec
521,,,,ambrosia,ambrozie
522,,,,baked_alaska,NO_TRANSLATION
523,,,,blancmange,DUPLICATE_NO_TRANSLATION
524,,,,charlotte,șarlotă
525,,,,compote,compot
526,,,,fruit_compote,compot_de_fructe
527,,,,dumpling,gălușcă
528,,,,flan,tartă_cu_fructe
529,,,,frozen_dessert,desert_înghețat
530,,,,junket,bânză_de_vacă_cu_nucșoară_și_frișcă
531,,,,mold,matriță
532,,,,mould,șablon
533,,,,mousse,budincă_aerată
534,,,,pavlova,DUPLICATE_NO_TRANSLATION
535,,,,peach_melba,piersică_melba
536,,,,pudding,budincă
537,,,,pud,DUPLICATE_budincă
538,,,,syllabub,DUPLICATE_băutură_din_lapte_cu_vin_și_zahăr
539,,,,sillabub,băutură_din_lapte_cu_vin_și_zahăr
540,,,,tiramisu,tiramisù
541,,,,whip,frișcă
542,,,,zabaglione,DUPLICATE_NO_TRANSLATION
543,,,,sabayon,DUPLICATE_NO_TRANSLATION
544,,,,charlotte_russe,DUPLICATE_NO_TRANSLATION
545,,,,apple_dumpling,găluști_de_măr
546,,,,frozen_custard,cremă_congelată
547,,,,soft_ice_cream,înghețată_caldă
548,,,,frozen_pudding,budincă_înghețată
549,,,,frozen_yogurt,iaurt_înghețată
550,,,,ice-cream_cake,tort_de_înghețată
551,,,,icebox_cake,păjitură_cu_înghețată
552,,,,ice-cream_cone,con_de_înghețată
553,,,,ice-cream_sundae,DUPLICATE_NO_TRANSLATION
554,,,,sundae,DUPLICATE_NO_TRANSLATION
555,,,,ice,ghiață
556,,,,frappe,frappé
557,,,,ice_cream,înghețată
558,,,,icecream,DUPLICATE_înghețată
559,,,,ice_lolly,acadea_de_înghețată
560,,,,lolly,acadea
561,,,,lollipop,DUPLICATE_acadea
562,,,,popsicle,înghețată_pe_băț
563,,,,ice_milk,lapte_înghețat
564,,,,parfait,parfeu
565,,,,sherbert,DUPLICATE_șerbet
566,,,,sherbet,șerbet
567,,,,snowball,bulgăre_de_zapadă
568,,,,split,împărțeală
569,,,,chocolate_mousse,spumă_de_ciocolată
570,,,,trifle,fleac
571,,,,brown_betty,DUPLICATE_NO_TRANSLATION
572,,,,chocolate_pudding,budincă_de_ciocolată
573,,,,duff,aluat
574,,,,plum_duff,alaut_de_prune
575,,,,flummery,mâncare_ușoară
576,,,,nesselrode,DUPLICATE_NO_TRANSLATION
577,,,,nesselrode_pudding,DUPLICATE_NO_TRANSLATION
578,,,,pease_pudding,budincă_de_marăre
579,,,,plum_pudding,budincă_de_prune
580,,,,christmas_pudding,budincă_de_crăciun
581,,,,roly-poly,ruladă_cu_dulceață
582,,,,roly-poly_pudding,budincă_cu_dulceașă
583,,,,steamed_pudding,DUPLICATE_NO_TRANSLATION
584,,,,suet_pudding,DUPLICATE_NO_TRANSLATION
585,,,,tapioca_pudding,budincă_de_tapioca
586,,,,vanilla_pudding,budincă_de_vanilie
587,,,,prune_whip,cremă_de_prune
588,,,,water_ice,apă_cu_gheață
589,,,,sorbet,DUPLICATE_șerbet
590,,,,chocolate_ice_cream,înghețată_de_ciocolată
591,,,,neapolitan_ice_cream,înghețată_cu_napolitană
592,,,,peach_ice_cream,înghețată_de_piersici
593,,,,strawberry_ice_cream,înghețată_de_căpșuni
594,,,,tutti-frutti,toate_fructele
595,,,,vanilla_ice_cream,înghețată_de_vanilie
596,,,,banana_split,banană_cu_înghețată
597,,,,tipsy_cake,DUPLICATE_NO_TRANSLATION
598,,,,spotted_dick,DUPLICATE_NO_TRANSLATION
599,,,,choc-ice,gheață_cu_ciocolată
601,L03_23,hyponyms - misc,dress,,rochie
602,,,,gown,DUPLICATE_dress
603,,,,caftan,caftran
604,,,,kaftan,DUPLICATE_caftan
605,,,,chemise,NO_TRANSLATION
606,,,,sack,sac
607,,,,shift,schimb
608,,,,coatdress,haină
609,,,,cocktail_dress,rochie_de_seară
610,,,,sheath,teacă
611,,,,dirndl,DUPLICATE_NO_TRANSLATION
612,,,,jumper,bluză
613,,,,pinafore,șorțuleț
614,,,,pinny,DUPLICATE_pinafore
615,,,,kirtle,fustă
616,,,,morning,dimineață
617,,,,evening,seară
618,,,,muumuu,DUPLICATE_NO_TRANSLATION
619,,,,polonaise,DUPLICATE_NO_TRANSLATION
620,,,,sari,sari
621,,,,saree,DUPLICATE_sari
622,,,,shirtdress,rochie_tip_cămașă
623,,,,strapless,rochie_fără_bretele
624,,,,sundress,sarafan
626,L03_24,hyponyms - misc,drum,,tobă
627,,,,tambourine,tamburină
628,,,,bass_drum,bas_tobă
629,,,,gran_casa,NO_TRANSLATION
630,,,,bongo,bango
631,,,,bongo_drum,tobă_bango
632,,,,snare_drum,tobă_laterală
633,,,,snare,DUPLICATE_tobă_laterală
634,,,,side_drum,DUPLICATE_tobă_laterală
635,,,,tabor,DUPLICATE_NO_TRANSLATION
636,,,,tabour,DUPLICATE_NO_TRANSLATION
637,,,,tambour,tambur
638,,,,tenor_drum,DUPLICATE_NO_TRANSLATION
639,,,,tom-tom,DUPLICATE_NO_TRANSLATION
640,,,,timbrel,DUPLICATE_NO_TRANSLATION
641,,,,djembe,DUPLICATE_NO_TRANSLATION
642,,,,doumbek,DUPLICATE_NO_TRANSLATION
643,,,,darbuka,DUPLICATE_NO_TRANSLATION
645,L03_25,hyponyms - misc,emotion,,emoţie
646,,,,anger,mânie
647,,,,choler,furie
648,,,,ire,supărare
649,,,,anxiety,anxietate
650,,,,conditioned_emotional_response,răspuns__emoțional_condiționat
651,,,,cer,CER
652,,,,conditioned_emotion,emoțional_condiționat
653,,,,emotional_state,stare_emoțională
654,,,,spirit,entuziasm
655,,,,fear,frică
656,,,,fearfulness,teamă
657,,,,fright,spaimă
658,,,,reverence,veneraţie
659,,,,awe,minunare
660,,,,veneration,DUPLICATE_venerație
661,,,,hate,ură
662,,,,hatred,duşmănie
663,,,,joy,bucurie
664,,,,joyousness,veselie
665,,,,joyfulness,DUPLICATE_veselie
666,,,,love,dragoste
667,,,,annoyance,iritare
668,,,,chafe,enervare
669,,,,vexation,necăjire
670,,,,bad_temper,dispoziţie_proastă
671,,,,ill_temper,temperant_prost
672,,,,dander,DUPLICATE_mânie
673,,,,hackles,NO_TRANSLATION
674,,,,fury,DUPLICATE_furie
675,,,,rage,supărare_cumplită
676,,,,madness,nebunie
677,,,,huffiness,aroganţă
678,,,,indignation,indignare
679,,,,outrage,DUPLICATE_indignare
680,,,,infuriation,înfuriare
681,,,,enragement,exasperare
682,,,,umbrage,ranchiună
683,,,,offense,ofensă
684,,,,offence,DUPLICATE_ofensă
685,,,,angst,DUPLICATE_anxietate
686,,,,anxiousness,DUPLICATE_anxietate
687,,,,disquiet,neliniște
688,,,,concern,preocupare
689,,,,care,grijă
690,,,,discomfiture,jenă
691,,,,discomposure,DUPLICATE_neliniște
692,,,,disconcertion,deconcertare
693,,,,disconcertment,DUPLICATE_deconcertare
694,,,,edginess,nervozitate
695,,,,uneasiness,stânjeneală
696,,,,inquietude,îngrijorare
697,,,,disquietude,frământare
698,,,,insecurity,nesiguranţă
699,,,,jitteriness,DUPLICATE_nervozitate
700,,,,jumpiness,DUPLICATE_nervozitate
701,,,,nervousness,agitație
702,,,,restiveness,fire_îndărătnică
703,,,,scruple,remuşcare
704,,,,qualm,criză
705,,,,misgiving,presimţire
706,,,,sinking,cufundare
707,,,,sinking_feeling,senzație_de_scufundare
708,,,,worry,DUPLICATE_grijă
709,,,,trouble,belea
710,,,,ecstasy,extaz
711,,,,rapture,încântare
712,,,,transport,bucurie_mare
713,,,,exaltation,exaltare
714,,,,raptus,atac_de_apoplexie
715,,,,embarrassment,stinghereală
716,,,,gratification,gratificaţie
717,,,,satisfaction,satisfacție
718,,,,happiness,fericire
719,,,,felicity,binecuvântare
720,,,,state,stare
721,,,,unhappiness,nefericire
722,,,,alarm,panică
723,,,,dismay,DUPLICATE_exasperare
724,,,,consternation,consternare
725,,,,apprehension,aprehensiune
726,,,,apprehensiveness,DUPLICATE_aprehensiune
727,,,,dread,groază
728,,,,creeps,fior
729,,,,frisson,înfiorare
730,,,,shiver,tremur
731,,,,chill,înfrigurat
732,,,,quiver,DUPLICATE_tremur
733,,,,shudder,DUPLICATE_fior
734,,,,thrill,emoţie_puternică
735,,,,tingle,furnicătură
736,,,,horror,DUPLICATE_groază
737,,,,hysteria,isterie
738,,,,intimidation,intimidare
739,,,,panic,DUPLICATE_panică
740,,,,terror,teroare
741,,,,affright,a_înfricoşa
742,,,,scare,sperietură
743,,,,panic_attack,atac_de_panică
744,,,,stage_fright,trac
745,,,,timidity,timiditate
746,,,,timidness,DUPLICATE_timiditate
747,,,,timorousness,sfială
748,,,,abhorrence,scârbă
749,,,,abomination,monstru
750,,,,detestation,detestare
751,,,,execration,repulsie
752,,,,loathing,aversiune
753,,,,odium,dispreţ
754,,,,despisal,DUPLICATE_dispreț
755,,,,despising,dispreţuind
756,,,,hostility,hostilitate
757,,,,enmity,animozitate
758,,,,ill_will,rea_voință
759,,,,malevolence,pizmă
760,,,,malignity,ură_de_moarte
761,,,,misanthropy,mizantropie
762,,,,misogamy,misogamie
763,,,,misogyny,misoginie
764,,,,misogynism,misoginism
765,,,,misology,misologie
766,,,,misoneism,mizonism
767,,,,misopedia,misopedie
768,,,,murderousness,caracter_criminal
769,,,,elation,DUPLICATE_exaltare
770,,,,high_spirits,bună_dispoziţie
771,,,,lightness,nestatornicie
772,,,,exhilaration,euforie
773,,,,excitement,DUPLICATE_exaltare
774,,,,exuberance,exuberanţă
775,,,,exultation,DUPLICATE_bucurie_mare
776,,,,jubilance,jubilare
777,,,,jubilancy,jubilație
778,,,,jubilation,DUPLICATE_jubilare
779,,,,agape,cu_gura_căscată
780,,,,agape_love,iubire_agapă
781,,,,amorousness,sentimentalism
782,,,,enamoredness,îndrăgostire
783,,,,ardor,ardoare
784,,,,ardour,DUPLICATE_ardoare
785,,,,benevolence,mărinimie
786,,,,devotion,dedicare
787,,,,devotedness,dăruire
788,,,,filial_love,dragoste_filială
789,,,,heartstrings,emoţii_profunde
790,,,,lovingness,înfocare
791,,,,caring,grijuliu
792,,,,loyalty,loialitate
793,,,,puppy_love,dragoste_de_licean
794,,,,calf_love,DUPLICATE_dragoste_de_licean
795,,,,crush,dragoste_aprinsă
796,,,,infatuation,pasiune_nebună
797,,,,worship,idolatrizare
798,,,,adoration,adorare
799,,,,aggravation,agravanţă
800,,,,exasperation,DUPLICATE_exasperare
801,,,,displeasure,nemulţumire
802,,,,frustration,frustrare
803,,,,harassment,hărţuială
