,ID,Relation,Source,Target,RO
180,,,,exhaust_manifold,colector_de_eșapament
181,,,,exhaust_pipe,DUPLICATE_țeavă_de_eșapament
182,,,,radiator_grille,grila_radiator
183,,,,low_gear,DUPLICATE_prima_treaptă
184,,,,flexible_joint,articliulație_flexibilă
185,,,,head_restraint,DUPLICATE_tatieră
186,,,,hood_ornament,ornament_capotă
187,,,,exhaust_valve,valvă_de_eșapament
188,,,,car_mirror,oglină_auto
189,,,,gas_pedal,accelerație
190,,,,seat_belt,DUPLICATE_centură
191,,,,reverse_gear,manșarier
192,,,,car_horn,DUPLICATE_claxon_automobil
193,,,,car_window,geamul_mașinii
194,,,,suspension_system,sistem_de_suspensie
195,,,,ultima_treaptă,treapta_a_treia
197,L06_8,meronyms - part,castle,,castel
198,,,,donjon,donjon
199,,,,tower,turn
200,,,,turret,turelă
201,,,,gate,poartă
202,,,,dungeon,temniță
203,,,,moat,șanț
204,,,,keep,fort
205,,,,great_hall,sala_de_mese
207,L06_9,meronyms - part,cat,,pisică
208,,,,whiskers,mustăți
209,,,,coat,haină
210,,,,paw,labă
211,,,,paws,labe
212,,,,fur,blană
213,,,,eyes,ochi
214,,,,back,spate
215,,,,claws,ghiare
216,,,,tail,coadă
217,,,,teeth,dinți
219,L06_10,meronyms - part,chair,,fotoliu
220,,,,seat,scaun
221,,,,armrest,cotieră
222,,,,headrest,tatieră
223,,,,armrests,cotiere
224,,,,rest,repaus
225,,,,pad,suport
226,,,,back,spate
227,,,,leg,picior
228,,,,backrest,spătar
229,,,,legs,picioare
231,L06_11,meronyms - part,church,,biserică
232,,,,altar,altar
233,,,,choir,cor
234,,,,vestry,epitropie
235,,,,transept,transept
236,,,,apse,absidă
237,,,,sanctuary,sanctuar
238,,,,rood,crucifix
239,,,,screen,ecran
240,,,,bema,NO_TRANSLATION
241,,,,nave,naos
242,,,,tower,turn
243,,,,sacristy,sacristie
244,,,,corner,colț
245,,,,chancel,DUPLICATE_altar
246,,,,amen,amin
247,,,,chapel,capelă
248,,,,apsis,DUPLICATE_absidă
249,,,,side,latură
250,,,,narthex,nartex
251,,,,presbytery,prezbiteriu
252,,,,side_chapel,capela_mică
253,,,,lady_chapel,DUPLICATE_NO_TRANSLATION
254,,,,church_tower,clopotniță
255,,,,rood_screen,catapeteasmă
256,,,,amen_corner,colț_de_rugăciune
258,L06_12,meronyms - part,comb,,pieptene
259,,,,teeth,dinți
260,,,,shaft,coadă
261,,,,grip,apucare
262,,,,tooth,dinte
263,,,,handle,mâner
265,L06_13,meronyms - part,day,,zi
266,,,,hour,oră
267,,,,forenoon,dimineață
268,,,,eventide,seară
269,,,,nanosecond,nanosecundă
270,,,,noonday,amiaza
271,,,,femtosecond,femtosecundă
272,,,,hr,h
273,,,,minutes,minute
274,,,,microsecond,microsecundă
275,,,,msec,ms
276,,,,time,timp
277,,,,midnight,miezul_nopții
278,,,,sec,sec
279,,,,nighttime,timpul_nopții
280,,,,min,min
281,,,,morning,DUPLICATE_dimineață
282,,,,noon,amiază
283,,,,evening,DUPLICATE_seară
284,,,,dark,înserat
285,,,,picosecond,picosecundă
286,,,,daytime,timpul_zilei
287,,,,minute,minut
288,,,,daylight,lumina_zilei
289,,,,s,s
290,,,,high,înalt
291,,,,even,par
292,,,,quarter,sfert
293,,,,morn,dimi
294,,,,noontide,mareea_de_la_amiază
295,,,,second,secundă
296,,,,afternoon,după_amiază
297,,,,twelve,doisprezece
298,,,,millisecond,milisecundă
299,,,,midday,miezul_zilei
300,,,,midafternoon,miezul_după-amiezii
301,,,,attosecond,attosecudă
302,,,,night,noapte
303,,,,morning_time,timpul_dimineții
304,,,,high_noon,amiaza_mare
305,,,,half-hour,jumătate_de_oră
306,,,,twelve_noon,douăsprezece_amiază
307,,,,late-night_hour,orele_serii
308,,,,early-morning_hour,orele_dimineții
309,,,,lights-out,stingerea
310,,,,60_minutes,60_minute
311,,,,small_hours,orele_
312,,,,30_minutes,30_minute
313,,,,15_minutes,15_minute
314,,,,quarter-hour,sfert_de_oră
316,L06_14,meronyms - part,deer,,cerb
317,,,,antler,corn
318,,,,antlers,coarne
319,,,,withers,greabăn
320,,,,flag,coadă
321,,,,scut,ciot
323,L06_15,meronyms - part,dollar,,dolar
324,,,,cent,cent
326,L06_16,meronyms - part,door,,ușă
327,,,,hinge,balama
328,,,,keyhole,gaura_cheii
329,,,,threshold,prag
330,,,,doorframe,cadru_de_ușă
331,,,,bolt,șurub
332,,,,deadbolt,zăvor
333,,,,doorjamb,tocul_usii
334,,,,tumbler,yală
335,,,,doorpost,stâlp_de_ușă
336,,,,doorstep,pragul_ușii
337,,,,doorcase,pervaz_de_uşă
338,,,,case,toc
339,,,,lock,lacăt
340,,,,casing,carcasă
341,,,,doorsill,DUPLICATE_prag
343,L06_17,meronyms - part,dress,,rochie
344,,,,sleeve,mânecă
345,,,,slide,DUPLICATE_fermoar
346,,,,plastron,plastron
347,,,,zip,fermoar
348,,,,zipper,DUPLICATE_fermoar
349,,,,fastener,clemă
350,,,,hemline,tiv
351,,,,bodice,corsaj
352,,,,neckline,decolteu
353,,,,waistline,talie
354,,,,belt,curea
355,,,,slide_fastener,DUPLICATE_fermoar
356,,,,zip_fastener,DUPLICATE_fermoar
358,L06_18,meronyms - part,filename,,nume_de_fișier
359,,,,extension,extensie
360,,,,name,nume
362,L06_19,meronyms - part,flower,,floare
363,,,,petal,petală
364,,,,leaf,frunză
365,,,,anther,anteră
366,,,,style,stil
367,,,,perianth,periant
368,,,,placenta,placenta
369,,,,stamen,stamină
370,,,,pistil,pistil
371,,,,ovary,ovar
372,,,,corolla,corolă
373,,,,carpel,carpelă
374,,,,envelope,perigon
375,,,,sepal,sepală
376,,,,calyx,caliciu
377,,,,stigma,stigmă
378,,,,chlamys,DUPLICATE_periant
379,,,,petals,petale
380,,,,corona,aureolă
381,,,,perigonium,DUPLICATE_perigon
382,,,,perigone,DUPLICATE_perigon
383,,,,flower_petal,petală_de_floare
384,,,,floral_leaf,frunză_florală
385,,,,floral_envelope,plic_floral
386,,,,gynostegium,ginostegiu
389,L06_20,meronyms - part,gigabit,,gigabit
390,,,,megabit,megakit
391,,,,kbit,kbit
392,,,,kb,DUPLICATE_kbit
393,,,,kilobit,kilobit
394,,,,mb,mb
395,,,,mbit,mbit
397,L06_21,meronyms - part,gramm,,gram
398,,,,milligram,miligram
399,,,,mg,mg
400,,,,grain,granulație
401,,,,mcg,mcg
402,,,,carat,carat
403,,,,microgram,microgram
404,,,,ng,ng
405,,,,dg,dg
406,,,,decigram,decigram
407,,,,nanogram,nanogram
408,,,,metric_grain,granulație_metrică
409,,,,obolus,obol
411,L06_22,meronyms - part,guitar,,chitară
412,,,,string,coardă
413,,,,deck,cutie_de_rezonanță
414,,,,pegs,cheițe_de_acordare
415,,,,fret,tastă
416,,,,strings,corzi
417,,,,frets,taste
418,,,,peg,cheie_de_acordare
419,,,,fingerboard,grif
421,L06_23,meronyms - part,gun,,pistol
422,,,,trigger,trăgaci
423,,,,holder,mâner
424,,,,safety,siguranță
425,,,,extractor,extractor
426,,,,clip,încărcător
427,,,,magazine,magazie
428,,,,barrel,țeavă
429,,,,hammer,cui
430,,,,viewfinder,vizor
431,,,,gunsight,DUPLICATE_vizor
432,,,,stock,depozit
433,,,,cartridge,cartuș
434,,,,remover,îndepărtător
435,,,,chamber,cameră
436,,,,ejector,ejector
437,,,,cock,cocoș
438,,,,catch,prindere
439,,,,finder,descoperitor
440,,,,mechanism,mecanism
441,,,,gunstock,pat_de_armă
442,,,,lock,închizător
443,,,,action,acțiune
444,,,,muzzle,amortizor
445,,,,key,cheie
446,,,,gunlock,detonator
447,,,,cartridge_holder,suport_cartuș
448,,,,gun_muzzle,amortizor_de_pistol
449,,,,gun-sight,vizor_de_pistol
450,,,,action_mechanism,mecanism_de_acțiune
451,,,,gun_chamber,magazia_pistolului
452,,,,gun_trigger,trăgaciul_pistolului
453,,,,firing_mechanism,mecanism_de_tragere
454,,,,safety_lock,încuietoare_de_siguranță
455,,,,cartridge_extractor,extractor_de_cartuș
456,,,,firing_chamber,camera_de_tragere
457,,,,cartridge_ejector,ejector_de_cartuș
458,,,,view_finder,DUPLICATE_vizor
459,,,,cartridge_clip,clip_de_cartușe
460,,,,gun_barrel,țeava_pistolului
461,,,,safety_catch,piedică_de_siguranță
462,,,,cartridge_remover,zavorul_încărcătorului
464,L06_24,meronyms - part,harbor,,port
465,,,,dock,doc
466,,,,facility,faciliate
467,,,,anchorage,ancorare
468,,,,landing,debarcare
469,,,,docking,andocare
470,,,,dockage,perioadă_de_andocare
471,,,,anchorage_ground,zonă_de_ancorare
472,,,,docking_facility,facilitate_de_andocare
473,,,,landing_place,loc_de_debarcare
474,,,,landing_stage,debarcader
476,L06_25,meronyms - part,jail,,pușcărie
477,,,,cell,celulă
478,,,,cellblock,bloc_de_celule
479,,,,guard,gardian
480,,,,police,poliție
481,,,,prison_cell,celulă_de_închisoare
482,,,,jail_cell,temniță
484,L06_26,meronyms - part,jewellery,,bijuterie
485,,,,bead,mărgea
486,,,,stone,piatră
487,,,,wire,fir
488,,,,beads,mărgele
489,,,,gemstone,piatră_preșioasă
490,,,,gem,giuvaier
491,,,,metal,metal
492,,,,gold,aur
493,,,,silver,argint
494,,,,platina,platinăă
495,,,,jewel,nestemată
497,L06_27,meronyms - part,litre,,litru
498,,,,millilitre,mililitru
499,,,,cc,cc
500,,,,ml,ml
501,,,,milliliter,DUPLICATE_mililitru
502,,,,cl,cl
503,,,,dl,dl
504,,,,deciliter,decilitru
505,,,,mil,mil
506,,,,cubic_centimetre,centrimetrii_cubi
507,,,,centiliter,centrilitri
508,,,,decilitre,DUPLICATE_decilitru
509,,,,cubic_centimeter,DUPLICATE_centrimetrii_cubi
510,,,,centilitre,DUPLICATE_centilitru
511,,,,cubic_millimeter,milimetri_cubi
512,,,,cubic_millimetre,DUPLICATE_milimetri_cubi
514,L06_28,meronyms - part,movie,,film
515,,,,scene,scenă
516,,,,subtitles,subtritrări
517,,,,footage,filmare
518,,,,credit,credit
519,,,,episode,episod
520,,,,shot,cadru
521,,,,sequence,secvență
522,,,,credits,credite
523,,,,caption,titlu
525,L06_29,meronyms - part,orthography,,ortografie
526,,,,hyphenation,separare_pe_silabe
527,,,,punctuation,punctuatie
528,,,,punctuation_mark,semn_de_punctuație
529,,,,word_division,împățire_pe_silabe
530,,,,spelling,ortografiere
532,L06_30,meronyms - part,piano,,pian
533,,,,keyboard,tastatură
534,,,,clavier,claviatură
535,,,,loud,sonor
536,,,,hammer,ciocan
537,,,,sounding,sondă
538,,,,pedal,pedală
539,,,,sustaining,întăritor
540,,,,soft,moale
541,,,,fingerboard,DUPLICAT_tastatură
542,,,,soundboard,placă_de_sunet
543,,,,action,acțiune
544,,,,board,bord
545,,,,key,cheie
546,,,,fallboard,NO_TRANSLATION
547,,,,piano_action,acțiune_la_pian
548,,,,action_mechanism,mecanism_de_acțiune
549,,,,damper_block,bloc_amortizor
550,,,,fall-board,DUPLICATE_NO_TRANSLATION
551,,,,sounding_board,placa_de_rezonanță
552,,,,sustaining_pedal,pedală_de_susținere
553,,,,loud_pedal,pedală_tare
554,,,,piano_damper,amortizor_de_pian
555,,,,piano_keyboard,tastatură_de_pian
556,,,,sound_hole,gaura_de_sunet
557,,,,soft_pedal,pedală_moale
559,L06_31,meronyms - part,pie,,plăcintă
560,,,,crust,crustă
561,,,,cheese,brânză
562,,,,filling,umplutură
563,,,,fruit,fruct
564,,,,apple,măr
565,,,,berries,fructe_de_pădure
566,,,,glazing,glazură
567,,,,pastry,foietaj
568,,,,icing,DUPLICATE_glazură
570,L06_32,meronyms - part,poem,,poem
571,,,,stanza,strofă
572,,,,canto,canto
573,,,,prosody,prozodie
574,,,,rime,rimă
575,,,,line,rând
576,,,,rhyme,DUPLICATE_rimă
577,,,,verse,vers
578,,,,poetic_rhythm,ritm_poetic
579,,,,rhythmic_pattern,model_ritmic
580,,,,verse_line,DUPLICATE_vers
581,,,,line_of_verse,rând_de_vers
582,,,,line_of_poetry,râmd_de_poezie
584,L06_33,meronyms - part,pub,,cârciumă
585,,,,bar,bar
586,,,,barroom,DUPLICATE_bar
587,,,,taproom,DUPLICATE_bar
588,,,,saloon,calon
589,,,,ginmill,DUPLICATE_bar
591,L06_34,meronyms - part,radio,,radio
592,,,,receiver,receptor
593,,,,tuner,selector_de_canale
594,,,,radio,DUPLICATE_radio
595,,,,demodulator,demodulator
596,,,,transmitter,transmițător
597,,,,detector,detector
598,,,,receiving,recepție
599,,,,set,aparat
600,,,,amplifier,amplificator
601,,,,wireless,fără_fir
602,,,,radio_transmitter,transmițător_radio
603,,,,receiving_set,aparat_de_recepție
604,,,,radio_receiver,receptor_radio
605,,,,radio_set,aparta_radio
607,L06_35,meronyms - part,railcar,,vagon
608,,,,suspension,suspensie
609,,,,cushion,pernă
610,,,,shock,șoc
611,,,,shock_absorber,amortizor_de_șoc
612,,,,suspension_system,sistem_de_suspensie
614,L06_36,meronyms - part,seafront,,faleză
615,,,,harbor,port
616,,,,seaport,port_maritim
617,,,,dock,doc
618,,,,haven,liman
619,,,,anchorage,ancorare
620,,,,landing,debarcare
621,,,,harbour,refugiu
622,,,,dockage,perioadă_de_andocare
623,,,,anchorage_ground,zonă_de_ancorare
624,,,,docking_facility,facilitate_de_andocare
625,,,,landing_place,loc_de_debarcare
626,,,,landing_stage,debarcader
628,L06_37,meronyms - part,shilling,,șiling
629,,,,pence,bănuț
631,L06_38,meronyms - part,shirt,,cămasă
632,,,,button,nasture
633,,,,dickie,jabou
634,,,,collar,guler
635,,,,dickey,DUPLICATE_jabou
636,,,,sleeve,mânecă
637,,,,buttons,nasturi
638,,,,dicky,DUPLICATE_jabou
639,,,,pocket,buzunar
640,,,,shirttail,spatele_cămășii
641,,,,shirtsleeve,mâneca_cămășii
642,,,,shirtfront,fața_cămășii
643,,,,shirt_button,nasturii_cămășii
645,L06_39,meronyms - part,sonata,,sonată
646,,,,movement,mișcare
647,,,,psrt,NO_TRANSLATION
650,L06_40,meronyms - part,staircase,,casa_scării
651,,,,step,treaptă
652,,,,riser,treaptă_intermediară
653,,,,landing,debarcare
654,,,,tread,călcătură
655,,,,stair,scară
656,,,,stairhead,cap_de_scară
658,L06_41,meronyms - part,sword,,sabie
659,,,,blade,lamă
660,,,,forte,jumătatea_inferioară_a_lamei
661,,,,hilt,mâner
662,,,,peak,cap
663,,,,foible,jumătatea_superioarp_a_lamei
664,,,,point,punct
665,,,,pommel,măciulie
666,,,,haft,DUPLICATE_mâner
667,,,,tip,vârf
668,,,,knob,buton
669,,,,helve,coadă
670,,,,knife_edge,muchie_de_cuțit
671,,,,cutting_edge,muchie_de_tăiat
673,L06_42,meronyms - part,table,,masă
674,,,,tabletop,blat
675,,,,tableware,veselă
676,,,,leg,picior
677,,,,legs,picioare
679,L06_43,meronyms - part,teapot,,ceainic
680,,,,spout,ciuciur
681,,,,handle,mâner
682,,,,knob,buton_capac
683,,,,lid,capac
684,,,,body,corp
685,,,,belly,vas
686,,,,base,bază
687,,,,filter,filtru
688,,,,tea_filter,filtru_de_ceai
690,L06_44,meronyms - part,telephone,,telefon
691,,,,receiver,receptor
692,,,,mouthpiece,microfon
693,,,,dial,disc
694,,,,wire,fir
695,,,,screen,ecran
696,,,,display,afișaj
697,,,,telephone_receiver,receptor_telefon
699,L06_45,meronyms - part,tonne,,tonă
700,,,,kilogram,kilogram
701,,,,mg,mg
702,,,,gm,gm
703,,,,hg,hg
704,,,,grain,granulație
705,,,,milligram,miligram
706,,,,hundredweight,sută_de_greutate
707,,,,kilo,kilo
708,,,,mcg,mcg
709,,,,dag,dag
710,,,,carat,carat
711,,,,microgram,microgram
712,,,,gramme,gram
713,,,,quintal,chintală
714,,,,ng,ng
715,,,,gram,DUPLICATE_gram
716,,,,dg,dg
717,,,,g,g
718,,,,kg,kg
719,,,,decigram,decigram
720,,,,nanogram,nanogram
721,,,,myriagram,miriagram
722,,,,centner,NO_TRANSLATION
723,,,,metric_grain,granulație_metrică
724,,,,myg,myg
725,,,,dekagram,DUPLICATE_decagram
726,,,,decagram,decagram
727,,,,metric_hundredweight,sută_metrică
728,,,,obolus,obol
729,,,,doppelzentner,DUPLICATE_chintală
730,,,,hectogram,hectogram
731,,,,dkg,DUPLICATE_dag
733,L06_46,meronyms - part,torso,,trunchi
734,,,,chest,piept
735,,,,arse,cur
736,,,,shoulder,umăr
737,,,,bum,poponeț
738,,,,midriff,stomac
739,,,,groin,poală
740,,,,deltoid,deltoid
741,,,,diaphragm,diafragmă
742,,,,lat,dorsal
743,,,,pectoralis,pectoral
744,,,,behind,spate
745,,,,gluteus,fesier
746,,,,middle,mijloc
747,,,,stomach,DUPLICATE_stomac
748,,,,teres,mușchi_rodund
749,,,,thorax,torace
750,,,,tush,tur
751,,,,ab,DUPLICATE_abdomen
752,,,,rump,dos
753,,,,breastbone,osul_pieptului
754,,,,buns,fesieri
755,,,,gladiolus,gladiolă
756,,,,haunch,pulpă
757,,,,backside,spatele
758,,,,buttocks,fesele
759,,,,serratus,serratus
760,,,,pectoral,DUPLICATE_pectoral
761,,,,stern,stern
762,,,,navel,buric
763,,,,paunch,burtă_mare
764,,,,seat,scaun
765,,,,mediastinum,mediastin
766,,,,ass,șezut
767,,,,axilla,axilă
768,,,,back,DUPLICATE_spate
769,,,,belly,burtă
770,,,,bottom,DUPLICATE_fund
771,,,,omphalos,NO_TRANSLATION
772,,,,fundament,fundament
773,,,,acromion,acromion
774,,,,derriere,DUPLICATE_dos
775,,,,hindgut,intestinul_posterior
776,,,,gut,DUPLICATE_intestin
777,,,,gallbladder,vezica_biliara
778,,,,saddle,şa
779,,,,cheek,obraz
780,,,,waist,brâu
781,,,,butt,DUPLICATE_fund
782,,,,bowel,maț
783,,,,keister,DUPLICATE_fund
784,,,,bellybutton,DUPLICATE_buric
785,,,,pectus,DUPLICATE_NO_TRANSLATION
786,,,,prat,DUPLICATE_șezut
787,,,,loins,șale
788,,,,abdominal,abdominal
789,,,,rear,DUPLICATE_dos
790,,,,dorsum,DUPLICATE_spate
791,,,,posterior,posterior
792,,,,venter,pântece
793,,,,small,mic
794,,,,abdomen,abdomen
795,,,,umbilicus,ombilic
796,,,,armpit,subsuoară
797,,,,waistline,talie
798,,,,sternum,DUPLICATE_stern
799,,,,scapula,scapulă
800,,,,glute,mușchi_fesieri
801,,,,manubrium,manubriu
802,,,,fanny,buci
803,,,,side,lateral
804,,,,midsection,secțiunea_mediană
805,,,,pecs,pectorali
806,,,,hip,șold
807,,,,buttock,fesă
808,,,,intestine,intestin
809,,,,breast,sân
810,,,,can,DUPLICATE_dos
811,,,,tail,coadă
812,,,,hindquarters,sferturi_posterioare
813,,,,xiphoid_process,procesul_xifoid
814,,,,thoracic_vertebra,vertebră_toracică
815,,,,abdominal_wall,peretele_abdomenului
816,,,,musculus_deltoideus,mușchiul_deltoid
817,,,,abdominal_cavity,cavitate_abdominală
818,,,,arteria_circumflexa_scapulae,artera_circumflexă_a_omoplatului
819,,,,arteria_glutes,artera_gluteilor
820,,,,arteria_axillaris,artera_axilară
821,,,,axillary_fossa,DUPLICATE_subsuoară
822,,,,arteria_colica,artera_colică
823,,,,articulatio_humeri,DUPLICATE_articulația_umărului
824,,,,shoulder_joint,articulația_umărului
825,,,,gall_bladder,vezică_biliară
826,,,,spare_tire,anvelopă_de_rezervă
827,,,,arteria_circumflexa_humeri,DUPLICATE_artera_circumflexă_a_omoplatului
828,,,,serratus_muscles,mușchiul_serratus
829,,,,axillary_artery,DUPLICATE_artera_axilară
830,,,,gluteus_muscle,mușchiul_fesier
831,,,,love_handle,mâner_al_dragostei
832,,,,latissimus_dorsi,dorsalul_mare
833,,,,pectoral_muscle,mușchii_pectorali
834,,,,tooshie,DUPLICATE_poponeț
835,,,,abdominal_muscle,mușchi_abdominal
836,,,,circumflex_humeral_artery,artera_circumflexă_a_umărului
837,,,,abdominal_aorta,aortă_abdominală
838,,,,vena_thoracica,vena_toracică
839,,,,musculus_pectoralis,mușchiul_pectoral
840,,,,hypochondrium,hipocondru
841,,,,area_of_cardiac_dullness,zona_de_matitate_cardiacă
842,,,,glenoid_cavity,avitatea_glenoidiană
843,,,,rib_cage,cutia_toracică
844,,,,thoracic_aorta,aorta_toracică
845,,,,omphalus,DUPLICATE_ombilic
846,,,,circumflex_scapular_artery,artera_scapulară_circumflexă
847,,,,acromial_process,proces_acromial
848,,,,shoulder_bone,osul_umărului
849,,,,tail_end,capătul_cozii
850,,,,rear_end,capătul_fundului
851,,,,gluteal_muscle,DUPLICATE_mușchiul_fesier
852,,,,inguen,DUPLICATE_NO_TRANSLATION
853,,,,shoulder_blade,omoplat
854,,,,rotator_cuff,manșetă_rotatoare
855,,,,corpus_sternum,mezostern
856,,,,dorsal_vertebra,vertebră_dorsală
857,,,,teres_muscle,mușchiul_rotund
858,,,,thoracic_cavity,cavitatea_toracică
859,,,,axillary_cavity,cavitatea_axilară
860,,,,chest_cavity,cavitatea_pieptului
861,,,,deltoid_muscle,DUPLICATE_mușchiul_deltoid
862,,,,belly_button,DUPLICATE_buric
863,,,,gluteal_artery,artera_fesieră
864,,,,thoracic_vein,DUPLICATE_vena_toracică
865,,,,glenoid_fossa,fosa_glenoidiană
866,,,,nates,fese
867,,,,colic_artery,DUPLICATE_artera_colică
868,,,,lumbar_vertebra,vertebra_lombară
869,,,,hind_end,capătul_spatelui
871,L06_47,meronyms - part,tripod,,trepied
872,,,,leg,picior
873,,,,stand,stand
875,L06_48,meronyms - part,typewriter,,mașină_de_scris
876,,,,keyboard,tastatură
877,,,,typewriter,DUPLICATE_mașină_de_scris
878,,,,carriage,tambur
879,,,,tab,tabulator
880,,,,ribbon,bandă
881,,,,shift,shift
882,,,,backspace,backspace
883,,,,action,acșiune
884,,,,key,cheie
885,,,,typewriter_carriage,tambur_mașină_de_scris
886,,,,backspace_key,tasta_backspace
887,,,,action_mechanism,mecanism_de_acțiune
888,,,,typewriter_keyboard,tastatura_mașinii_de_scris
889,,,,shift_key,shimbător
890,,,,space_bar,bara_de_spațiu
891,,,,tab_key,tasta_tabulator
