,ID,Relation,Source,Target,RO
348,,,,pin,ac
349,,,,fastener,încheietoare
350,,,,fastening,atașare
351,,,,holdfast,clemă
352,,,,fixing,fixa
353,,,,restraint,delimitare
354,,,,constraint,constrângere
355,,,,device,dispozitiv
356,,,,artifact,artefact
357,,,,artefact,DUPLICATE_artefact
358,,,,unit,unitate
359,,,,object,obiect
360,,,,physical_object,obiect_fizic
361,,,,physical_entity,entitate_fizică
362,,,,entity,entitate
364,L02_20,hypernyms - misc,hamburger,,hamburger
365,,,,sandwich,sandviş
366,,,,snack_food,gustare
367,,,,dish,fel
368,,,,nutriment,hrană
369,,,,nourishment,DUPLICATE_hrană
370,,,,nutrition,nutriție
371,,,,sustenance,alimente
372,,,,aliment,aliment
373,,,,alimentation,alimentație
374,,,,victuals,merinde
375,,,,food,mâncare
376,,,,nutrient,nutrient
377,,,,substance,substanță
378,,,,matter,materie
379,,,,physical_entity,entitate_fizică
380,,,,entity,entitate
381,,,,beef,carne_de_vită
382,,,,boeuf,DUPLICATE_carne_de_vită
383,,,,meat,carne
384,,,,solid_food,mâncare_solidă
385,,,,solid,solid
387,L02_21,hypernyms - misc,jacket,,jachetă
388,,,,clothes,haine
389,,,,coat,veston
390,,,,overgarment,pardesiu
391,,,,outer_garment,haină_exterioară
392,,,,garment,veșmânt
393,,,,clothing,îmbrăcăminte
394,,,,article_of_clothing,articol_de_îmbrăcăminte
395,,,,vesture,acoperământ
396,,,,wear,confecție
397,,,,wearable,purtabil
398,,,,habiliment,podoabă
399,,,,consumer_goods,bun_de_consum
400,,,,covering,căptușeală
401,,,,commodity,marfă
402,,,,trade_good,bun_comercial
403,,,,good,bun
404,,,,artifact,artefact
405,,,,artefact,DUPLICATE_artefact
406,,,,unit,unitate
407,,,,object,obiect
408,,,,physical_object,obiect_fizic
409,,,,physical_entity,entitate_fizică
410,,,,entity,entitate
412,L02_22,hypernyms - misc,jeans,,blugi
413,,,,trousers,pantaloni
414,,,,pants,nădragi
415,,,,workwear,îmbrăcăminte_de_lucru
416,,,,garment,veșmânt
417,,,,clothing,îmbrăcăminte
418,,,,clothes,haine
419,,,,article_of_clothing,articol_de_îmbrăcăminte
420,,,,vesture,acoperământ
421,,,,wear,confecție
422,,,,wearable,purtabil
423,,,,habiliment,podoabă
424,,,,consumer_goods,bun_de_consum
425,,,,covering,căptușeală
426,,,,commodity,marfă
427,,,,trade_good,bun_comercial
428,,,,good,bun
429,,,,artifact,artefact
430,,,,artefact,DUPLICATE_artefact
431,,,,unit,unitate
432,,,,object,obiect
433,,,,physical_object,obiect_fizic
434,,,,physical_entity,entitate_fizică
435,,,,entity,entitate
437,L02_23,hypernyms - misc,juicer,,storcător
438,,,,utensil,ustensilă
439,,,,physical_entity,entitate_fizică
440,,,,entity,entitate
441,,,,unit,unitate
442,,,,object,obiect
443,,,,physical_object,obiect_fizic
444,,,,squeezer,presă_de_stors
445,,,,kitchen_utensil,ustensilă_de_bucătărie
446,,,,implement,unealtă
447,,,,artifact,artefact
448,,,,artefact,DUPLICATE_artefact
450,L02_24,hypernyms - misc,lemon,,lamâie
451,,,,citrus,citric
452,,,,citrus_fruit,fruct_citric
453,,,,citrous_fruit,DUPLICATE_fruct_citric
454,,,,fruit,fruct
455,,,,edible_fruit,fruct_comestibil
456,,,,produce,produs_agricol
457,,,,green_goods,verdețuri
458,,,,green_groceries,DUPLICATE_verdețuri
459,,,,garden_truck,cărucior
460,,,,food,mâncare
461,,,,matter,materie
462,,,,natural_object,obiect_natural
463,,,,physical_entity,entitate_fizică
464,,,,unit,unitate
465,,,,entity,entitate
466,,,,object,obiect
467,,,,physical_object,obiect_fizic
469,L02_25,hypernyms - misc,lotion,,loțiune
470,,,,toiletry,articol_cosmetic
471,,,,toilet_articles,articol_de_toaleată
472,,,,artifact,artefact
473,,,,artefact,DUPLICATE_artefact
474,,,,unit,uniteate
475,,,,object,obiect
476,,,,physical_object,obiect_fizic
477,,,,physical_entity,entitate_fizică
478,,,,entity,entitate
480,L02_26,hypernyms - misc,mascara,,rimel
481,,,,makeup,farduri
482,,,,make-up,DUPLICATE_farduri
483,,,,war_paint,vopsea_de_față
484,,,,cosmetic,cosmetic
485,,,,toiletry,articol_cosmetic
486,,,,toilet_articles,articol_de_toaleată
487,,,,artifact,artefact
488,,,,artefact,DUPLICATE_artefact
489,,,,unit,uniteate
490,,,,object,obiect
491,,,,physical_object,obiect_fizic
492,,,,physical_entity,entitate_fizică
493,,,,entity,entitate
495,L02_27,hypernyms - misc,necklace,,colier
496,,,,jewelry,bijuterie
497,,,,jewellery,DUPLICATE_bijuterie
498,,,,adornment,podoabă
499,,,,decoration,decorațiune
500,,,,ornament,ornament
501,,,,ornamentation,ornamentare
502,,,,artifact,artefact
503,,,,artefact,DUPLICATE_artefact
504,,,,unit,uniteate
505,,,,object,obiect
506,,,,physical_object,obiect_fizic
507,,,,physical_entity,entitate_fizică
508,,,,entity,entitate
510,L02_28,hypernyms - misc,notebook,,carnet
511,,,,book,carte
512,,,,volume,volum
513,,,,product,produs
514,,,,production,fabricație
515,,,,creation,creație
516,,,,artifact,artefact
517,,,,artefact,DUPLICATE_artefact
518,,,,unit,uniteate
519,,,,object,obiect
520,,,,physical_object,obiect_fizic
521,,,,physical_entity,entitate_fizică
522,,,,entity,entitate
523,,,,portable_computer,calculator_portabil
524,,,,personal_computer,calculator_personal
525,,,,pc,pc
526,,,,microcomputer,microcalculator
527,,,,digital_computer,calculatori_digital
528,,,,computer,calculator
529,,,,computing_machine,mașinărie_de_calcul
530,,,,computing_device,dispozitiv_de_calcul
531,,,,data_processor,procesor_date
532,,,,electronic_computer,calculator_electronic
533,,,,information_processing_system,sistem_de_procesare_a_informațiilor
534,,,,machine,mașinărie
535,,,,device,dispozitiv
537,L02_29,hypernyms - misc,notepad,,carnețel
538,,,,pad,bloc_de_desen
539,,,,pad_of_paper,bloc_de_hârtie
540,,,,tablet,blocnotes
541,,,,paper,hârtie
542,,,,material,material
543,,,,stuff,chestie
544,,,,substance,substanță
545,,,,matter,materie
546,,,,part,parte
547,,,,portion,porțiune
548,,,,component_part,parte_componentă
549,,,,component,componentă
550,,,,constituent,element_constitutiv
551,,,,physical_entity,entitate_fizică
552,,,,relation,relație
553,,,,entity,entitate
554,,,,abstraction,abstracție
555,,,,abstract_entity,entitate_abstractă
557,L02_30,hypernyms - misc,pastry,,patiserie
558,,,,food,mâncare
559,,,,dough,cocă
560,,,,concoction,firtură
561,,,,mixture,mixtură
562,,,,intermixture,amestec
563,,,,foodstuff,produs_alimentar
564,,,,food_product,produs_de_mâncat
565,,,,nutrient,nutrient
566,,,,substance,substanță
567,,,,matter,materie
568,,,,physical_entity,entitate_fizică
569,,,,entity,entitate
570,,,,baked_goods,produse_de_patiserie
571,,,,solid_food,mâncare_solidă
572,,,,solid,solid
574,L02_31,hypernyms - misc,peach,,piersică
575,,,,fruit,fruct
576,,,,drupe,drupă
577,,,,stone_fruit,fruct_cu_sâmbure
578,,,,edible_fruit,fruct_comestibil
579,,,,produce,produs_agricol
580,,,,green_goods,verdețuri
581,,,,green_groceries,DUPLICATE_verdețuri
582,,,,garden_truck,cărucior
583,,,,food,mâncare
584,,,,matter,materie
585,,,,natural_object,obiect_natural
586,,,,physical_entity,entitate_fizică
587,,,,unit,unitate
588,,,,entity,entitate
589,,,,object,obiect
590,,,,physical_object,obiect_fizic
592,L02_32,hypernyms - misc,perfume,,parfum
593,,,,toiletry,articol_cosmetic
594,,,,toilet_articles,articol_de_toaleată
595,,,,artifact,artefact
596,,,,artefact,DUPLICATE_artefact
597,,,,unit,unitate
598,,,,object,obiect
599,,,,physical_object,obiect_fizic
600,,,,physical_entity,entitate_fizică
601,,,,entity,entitate
603,L02_33,hypernyms - misc,photo,,fotografie
604,,,,picture,desen
605,,,,image,imagine
606,,,,representation,reprezentare
607,,,,creation,creație
608,,,,artifact,artefact
609,,,,artefact,DUPLICATE_artefact
610,,,,unit,unitate
611,,,,object,obiect
612,,,,physical_object,obiect_fizic
613,,,,physical_entity,entitate_fizică
614,,,,entity,entitate
616,L02_34,hypernyms - misc,pie,,plăcintă
617,,,,pastry,patiserie
618,,,,baked_goods,produse_de_patiserie
619,,,,food,mâncare
620,,,,solid_food,mâncare_solidă
621,,,,solid,solid
622,,,,matter,materie
623,,,,physical_entity,entitate_fizică
624,,,,entity,entitate
625,,,,indo-european,indo-european
626,,,,indo-european_language,limbă_indo-europeană
627,,,,indo-hittite,indo-hittite
628,,,,natural_language,limbaj_natural
629,,,,tongue,grai
630,,,,language,limbă
631,,,,linguistic_communication,comunicare_lingvistică
632,,,,communication,comunicare
633,,,,abstraction,abstracție
634,,,,abstract_entity,entitate_abstractă
636,L02_35,hypernyms - misc,plum,,prună
637,,,,fruit,fruct
638,,,,drupe,drupă
639,,,,stone_fruit,fruct_cu_sâmbure
640,,,,edible_fruit,fruct_comestibil
641,,,,produce,produs_agricol
642,,,,green_goods,verdețuri
643,,,,green_groceries,DUPLICATE_verdețuri
644,,,,garden_truck,cărucior
645,,,,food,mâncare
646,,,,matter,materie
647,,,,natural_object,obiect_natural
648,,,,physical_entity,entitate_fizică
649,,,,unit,unitate
650,,,,entity,entitate
651,,,,object,obiect
652,,,,physical_object,obiect_fizic
654,L02_36,hypernyms - misc,postcard,,vedere
655,,,,card,carte_poștală
656,,,,correspondence,corespondență
657,,,,first_class,primă_clasă
658,,,,1st_class,DUPLICATE_primă_clasă
659,,,,first-class_mail,corespondență_de_primă_clasă
660,,,,1st-class_mail,DUPLICATE_corespondență_de_primă_clasă
661,,,,written_communication,comunicare_scrisă
662,,,,written_language,limbă_scrisă
663,,,,black_and_white,alb_și_negru
664,,,,mail,poștă
665,,,,communication,comunicare
666,,,,message,mesaj
667,,,,abstraction,abstracție
668,,,,abstract_entity,entitate_abstractă
669,,,,entity,entitate
671,L02_37,hypernyms - misc,shelf,,raft
672,,,,furniture,mobilă
673,,,,support,postament
674,,,,piece_of_furniture,corp_de_mobilă
675,,,,article_of_furniture,articol_de_mobilier
676,,,,furnishing,mobilare
677,,,,artifact,artefact
678,,,,artefact,DUPLICATE_artefact
679,,,,unit,uniteate
680,,,,object,obiect
681,,,,physical_object,obiect_fizic
682,,,,physical_entity,entitate_fizică
683,,,,entity,entitate
685,L02_38,hypernyms - misc,shirt,,cămașă
686,,,,clothes,haine
687,,,,garment,veșmânt
688,,,,clothing,îmbrăcăminte
689,,,,article_of_clothing,articol_de_îmbrăcăminte
690,,,,vesture,acoperământ
691,,,,wear,confecție
692,,,,wearable,purtabil
693,,,,habiliment,podoabă
694,,,,consumer_goods,bun_de_consum
695,,,,covering,căptușeală
696,,,,commodity,marfă
697,,,,trade_good,bun_comercial
698,,,,good,bun
699,,,,artifact,artefact
700,,,,artefact,DUPLICATE_artefact
701,,,,unit,uniteate
702,,,,object,obiect
703,,,,physical_object,obiect_fizic
704,,,,physical_entity,entitate_fizică
705,,,,entity,entitate
707,L02_39,hypernyms - misc,sidewalk,,trotuar
708,,,,walk,alee
709,,,,walkway,pasarelă
710,,,,paseo,pasaj
711,,,,path,cărare
712,,,,way,cale
713,,,,artifact,artefact
714,,,,artefact,DUPLICATE_artefact
715,,,,unit,uniteate
716,,,,object,obiect
717,,,,physical_object,obiect_fizic
718,,,,physical_entity,entitate_fizică
719,,,,entity,entitate
721,L02_40,hypernyms - misc,skirt,,fustă
722,,,,clothes,haine
723,,,,garment,veșmânt
724,,,,clothing,îmbrăcăminte
725,,,,article_of_clothing,articol_de_îmbrăcăminte
726,,,,vesture,acoperământ
727,,,,wear,confecție
728,,,,wearable,purtabil
729,,,,habiliment,podoabă
730,,,,consumer_goods,bun_de_consum
731,,,,covering,căptușeală
732,,,,commodity,marfă
733,,,,trade_good,bun_comercial
734,,,,good,bun
735,,,,artifact,artefact
736,,,,artefact,DUPLICATE_artefact
737,,,,unit,uniteate
738,,,,object,obiect
739,,,,physical_object,obiect_fizic
740,,,,physical_entity,entitate_fizică
741,,,,entity,entitate
743,L02_41,hypernyms - misc,sofa,,divan
744,,,,furniture,mobilă
745,,,,seat,scaun
746,,,,piece_of_furniture,corp_de_mobilă
747,,,,article_of_furniture,articol_de_mobilier
748,,,,furnishing,mobilare
749,,,,artifact,artefact
750,,,,artefact,DUPLICATE_artefact
751,,,,unit,uniteate
752,,,,object,obiect
753,,,,physical_object,obiect_fizic
754,,,,physical_entity,entitate_fizică
755,,,,entity,entitate
757,L02_42,hypernyms - misc,stapler,,capsator
758,,,,device,dispozitiv
759,,,,machine,mașinărie
760,,,,artifact,artefact
761,,,,artefact,DUPLICATE_artefact
762,,,,unit,uniteate
763,,,,object,obiect
764,,,,physical_object,obiect_fizic
765,,,,physical_entity,entitate_fizică
766,,,,entity,entitate
768,L02_43,hypernyms - misc,sunscreen,,cremă_de_soare
769,,,,cream,cremă
770,,,,lotion,loțiune
771,,,,ointment,unguent
772,,,,emollient,emolient
773,,,,toiletry,articol_cosmetic
774,,,,toilet_articles,articol_de_toaleată
775,,,,artifact,artefact
776,,,,artefact,DUPLICATE_artefact
777,,,,unit,unitate
778,,,,object,obiect
779,,,,physical_object,obiect_fizic
780,,,,physical_entity,entitate_fizică
781,,,,entity,entitate
783,L02_44,hypernyms - misc,sweater,,pulover
784,,,,clothes,haine
785,,,,garment,veșmânt
786,,,,clothing,îmbrăcăminte
787,,,,article_of_clothing,articol_de_îmbrăcăminte
788,,,,vesture,acoperământ
789,,,,wear,confecție
790,,,,wearable,purtabil
791,,,,habiliment,podoabă
792,,,,consumer_goods,bun_de_consum
793,,,,covering,căptușeală
794,,,,commodity,marfă
795,,,,trade_good,bun_comercial
796,,,,good,bun
797,,,,artifact,artefact
798,,,,artefact,DUPLICATE_artefact
799,,,,unit,uniteate
800,,,,object,obiect
801,,,,physical_object,obiect_fizic
802,,,,physical_entity,entitate_fizică
803,,,,entity,entitate
806,L02_45,hypernyms - misc,toaster,,prajitor_de_pâine
807,,,,appliance,electrocasnic
808,,,,entity,entitate
809,,,,unit,uniteate
810,,,,object,obiect
811,,,,physical_object,obiect_fizic
812,,,,kitchen_appliance,electrocasnic_de_bucătărie
813,,,,home_appliance,aparat_electrocasnic
814,,,,household_appliance,electrocasnic_de_uz_caznic
815,,,,durables,bunuri_de_folosință_îndelungată
816,,,,durable_goods,DUPLICATE_bunuri_de_folosință_îndelungată
817,,,,consumer_durables,DUPLICATE_bunuri_de_folosință_îndelungată
818,,,,consumer_goods,bun_de_consum
819,,,,commodity,marfă
820,,,,trade_good,bun_comercial
821,,,,good,bun
822,,,,artifact,artefact
823,,,,artefact,DUPLICATE_artefact
824,,,,physical_entity,entitate_fizică
826,L02_46,hypernyms - misc,toothbrush,,periuță
827,,,,brush,perie
828,,,,toiletry,articol_cosmetic
829,,,,toilet_articles,articol_de_toaleată
830,,,,implement,unealtă
831,,,,artifact,artefact
832,,,,artefact,DUPLICATE_artefact
833,,,,unit,uniteate
834,,,,object,obiect
835,,,,physical_object,obiect_fizic
836,,,,physical_entity,entitate_fizică
837,,,,entity,entitate
838,,,,mustache,mustață
839,,,,moustache,DUPLICATE_mustață
840,,,,facial_hair,păr_facial
841,,,,hair,păr
842,,,,body_covering,acoperire_corporală
843,,,,covering,căptușeală
844,,,,natural_covering,acoperire_naturală
845,,,,cover,înveliș
846,,,,natural_object,obiect_natural
848,L02_47,hypernyms - misc,tub,,cadă
849,,,,container,container
850,,,,vessel,vas
851,,,,artifact,artefact
852,,,,artefact,DUPLICATE_artefact
853,,,,unit,uniteate
854,,,,object,obiect
855,,,,physical_object,obiect_fizic
856,,,,physical_entity,entitate_fizică
857,,,,entity,entitate
859,L02_48,hypernyms - misc,tv,,tv
860,,,,device,dispozitiv
861,,,,machine,mașinărie
862,,,,receiver,receptor
863,,,,receiving_system,sistem_de_recepție
864,,,,set,set
865,,,,electronic_equipment,echipament_electronic
866,,,,equipment,echipament
867,,,,artifact,artefact
868,,,,artefact,DUPLICATE_artefact
869,,,,unit,uniteate
870,,,,object,obiect
871,,,,physical_object,obiect_fizic
872,,,,physical_entity,entitate_fizică
873,,,,entity,entitate
874,,,,broadcasting,emițător
875,,,,telecommunication,telecomunicație
876,,,,telecom,telecom
877,,,,medium,mediu
879,L02_49,hypernyms - misc,vase,,vază
880,,,,jar,borcan
881,,,,vessel,vas
882,,,,container,container
883,,,,artifact,artefact
884,,,,artefact,DUPLICATE_artefact
885,,,,unit,uniteate
886,,,,object,obiect
887,,,,physical_object,obiect_fizic
888,,,,physical_entity,entitate_fizică
889,,,,entity,entitate
891,L02_50,hypernyms - misc,wristband,,brețară
892,,,,band,panglică
893,,,,strip,bandă
894,,,,slip,alunecare
895,,,,artifact,artefact
896,,,,artefact,DUPLICATE_artefact
897,,,,unit,uniteate
898,,,,object,obiect
899,,,,physical_object,obiect_fizic
900,,,,physical_entity,entitate_fizică
901,,,,entity,entitate
